Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
PM Siddle,2024-2025,Melbourne Stars,Australia,89.2,Medium,,,,,,,,,,,
PSP Handscomb,2020-2022,Hobart Hurricanes,Australia,117.2,,2120,103*,22.55,1,-,-,-,-,65.0,15.0,-
PSP Handscomb,2022-2023,Melbourne Renegades,Australia,117.2,,2120,103*,22.55,1,-,-,-,-,65.0,15.0,-
PSP Handscomb,2012-2025,Melbourne Stars,Australia,117.2,,2120,103*,22.55,1,-,-,-,-,65.0,15.0,-
Player,Span,Team,Country,SR,Bowling Style,,,,,,,,,,,
Q de Kock,2023-2024,Melbourne Renegades,South Africa,137.7,,11421,140*,31.20,7,-,-,-,-,286.0,57.0,-
Qais Ahmad,2019-2020,Hobart Hurricanes,Afghanistan,127.6,Legbreak,741,50*,12.35,0,198,5/18,23.37,1,66.0,0.0,-11.02
Qais Ahmad,2021-2022,Melbourne Stars,Afghanistan,127.6,Legbreak,741,50*,12.35,0,198,5/18,23.37,1,66.0,0.0,-11.02
RA Whiteley,2022-2023,Brisbane Heat,Brisbane Heat,136.2,Medium,3648,91*,23.08,0,10,3/23,33.10,0,93.0,0.0,-10.01
RE van der Merwe,2011-2012,Brisbane Heat,South Africa,134.9,Orthodox,3143,89*,21.38,0,338,6/20,23.89,2,150.0,0.0,-2.51
RGL Carters,2014-2016,Sydney Sixers,Sydney Thunder,101.4,,319,35*,15.19,0,-,-,-,-,29.0,2.0,-
RH McDonald,2022-2022,Brisbane Heat,Brisbane Heat,,Medium,-,-,-,-,1,1/21,21.00,0,1.0,0.0,-
RJ Gibson,2020-2023,Adelaide Strikers,Sydney Thunder,104.8,Medium,,,,,,,,,,,
RJ Gleeson,2019-2020,Melbourne Renegades,England,70.8,Medium,65,8,4.64,0,149,5/33,23.55,1,25.0,0.0,-18.90
RJ Harris,2011-2014,Brisbane Heat,Australia,107.4,Fast,239,31,10.86,0,81,4/34,21.54,0,23.0,0.0,-10.67
RJ Quiney,2011-2018,Melbourne Stars,Melbourne Stars,123.1,Medium,,,,,,,,,,,
RJG Lockyear,2011-2012,Hobart Hurricanes,Hobart Hurricanes,81.0,Medium,449,64,16.62,0,5,2/20,22.80,0,7.0,0.0,-6.17
RJW Topley,2021-2022,Melbourne Renegades,England,96.2,Medium,122,14*,12.20,0,240,4/20,23.37,0,41.0,0.0,-11.17
RM Duffield,2014-2015,Brisbane Heat,Brisbane Heat,33.3,Medium,1,1,1.00,0,6,3/28,35.66,0,2.0,0.0,-34.66
RN ten Doeschate,2015-2015,Adelaide Strikers,Netherlands,134.4,Medium,7597,121*,29.33,2,114,4/24,25.63,0,134.0,0.0,3.70
RP Kellepotha,2023-2024,Melbourne Renegades,Melbourne Renegades,50.0,Legbreak,2,1*,-,0,3,2/32,25.00,0,0.0,0.0,-
RP Meredith,2018-2025,Hobart Hurricanes,Australia,98.2,Medium,48,10,4.80,0,189,4/9,22.31,0,26.0,0.0,-17.51
RR Pawson,2023-2023,Sydney Thunder,Sydney Thunder,,Medium,-,-,-,-,0,-,-,0,0.0,0.0,-
RR Rossouw,2020-2021,Melbourne Renegades,South Africa,147.9,Offbreak,9434,121,29.20,9,3,1/3,10.66,0,159.0,0.0,18.54
RS Bopara,2013-2014,Sydney Sixers,England,124.5,Medium,9948,108,28.10,3,292,6/16,25.59,1,158.0,0.0,2.50
RT Ponting,2011-2013,Hobart Hurricanes,Australia,111.3,Medium,909,98*,22.72,0,1,1/11,23.00,0,17.0,0.0,-0.27
Rashid Khan,2017-2023,Adelaide Strikers,Afghanistan,142.2,Legbreak,,,,,,,,,,,
S Badree,2015-2017,Brisbane Heat,West Indies,80.6,Legbreak,,,,,,,,,,,
S Fanning,2024-2025,Perth Scorchers,Perth Scorchers,145.7,Offbreak,,,,,,,,,,,
S Lamichhane,2021-2022,Hobart Hurricanes,World-XI,87.7,Legbreak,142,16*,6.76,0,225,5/9,16.90,1,35.0,0.0,-10.14
S Lamichhane,2018-2020,Melbourne Stars,World-XI,87.7,Legbreak,142,16*,6.76,0,225,5/9,16.90,1,35.0,0.0,-10.14
S Mahmood,2021-2022,Sydney Thunder,England,75.0,Medium,,,,,,,,,,,
S McGiffin,2022-2022,Brisbane Heat,Brisbane Heat,87.0,Medium,20,14*,20.00,0,0,-,-,0,1.0,0.0,-
S Milenko,2014-2020,Brisbane Heat,Brisbane Heat,120.7,Medium,,,,,,,,,,,
S Milenko,2016-2020,Hobart Hurricanes,Brisbane Heat,120.7,Medium,,,,,,,,,,,
SA Abbott,2014-2025,Sydney Sixers,Australia,118.9,Medium,941,110*,11.91,1,254,5/16,21.33,2,104.0,0.0,-9.41
SB Harper,2018-2023,Melbourne Renegades,Melbourne Stars,130.3,,1623,89,19.79,0,-,-,-,-,55.0,10.0,-
SB Harper,2016-2025,Melbourne Stars,Melbourne Stars,130.3,,1623,89,19.79,0,-,-,-,-,55.0,10.0,-
SB Styris,2012-2013,Hobart Hurricanes,New Zealand,118.9,Medium,4020,106*,25.76,2,125,3/5,29.09,0,47.0,0.0,-3.32
SCG MacGill,2011-2012,Sydney Sixers,Sydney Sixers,120.0,Legbreak,19,8*,19.00,0,13,3/42,23.84,0,2.0,0.0,-4.84
SCJ Broad,2016-2017,Hobart Hurricanes,England,105.1,Medium,152,18*,7.60,0,100,4/24,21.44,0,26.0,0.0,-13.83
SD Heazlett,2015-2023,Brisbane Heat,Brisbane Heat,123.9,Orthodox,898,74*,18.70,0,0,-,-,0,23.0,0.0,-
SD Hope,2024-2025,Hobart Hurricanes,West Indies,129.2,,,,,,,,,,,,
SD Parry,2015-2015,Brisbane Heat,England,111.1,Orthodox,133,15*,11.08,0,123,5/13,25.47,1,27.0,0.0,-14.39
SE Gotch,2017-2021,Melbourne Stars,Melbourne Stars,102.4,Medium,417,48,17.37,0,-,-,-,-,19.0,8.0,-
SE Marsh,2019-2024,Melbourne Renegades,Australia,127.7,Orthodox,7050,115,37.90,2,0,-,-,0,66.0,0.0,-
SE Marsh,2011-2019,Perth Scorchers,Australia,127.7,Orthodox,7050,115,37.90,2,0,-,-,0,66.0,0.0,-
SE Rutherford,2024-2025,Sydney Thunder,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
SF Mire,2014-2014,Melbourne Renegades,Zimbabwe,126.9,Medium,,,,,,,,,,,
SH Johnson,2023-2025,Brisbane Heat,Australia,111.0,Fast,90,27,8.18,0,85,5/26,22.94,1,19.0,0.0,-14.75
SJ Coyte,2011-2014,Sydney Thunder,Australia Women,115.4,Medium,,,,,,,,,,,
SJ Konstas,2024-2025,Sydney Thunder,Sydney Thunder,101.5,Offbreak,,,,,,,,,,,
SJ Paulsen,2012-2012,Brisbane Heat,Brisbane Heat,134.6,Legbreak,111,45,37.00,0,0,-,-,0,1.0,0.0,-
SJC Keen,2015-2015,Sydney Sixers,Sydney Thunder,122.2,Medium,79,24,11.28,0,1,1/28,48.00,0,3.0,0.0,-36.71
SJC Keen,2012-2013,Sydney Thunder,Sydney Thunder,122.2,Medium,79,24,11.28,0,1,1/28,48.00,0,3.0,0.0,-36.71
SK Warne,2011-2013,Melbourne Stars,Melbourne Stars,92.5,Legbreak,210,34*,9.54,0,70,4/21,26.61,0,18.0,0.0,-17.06
SL Malinga,2012-2014,Melbourne Stars,Sri Lanka,102.1,Fast,426,37*,8.03,0,390,6/7,19.68,5,54.0,0.0,-11.65
SL Rainbird,2015-2017,Hobart Hurricanes,Hobart Hurricanes,91.9,Medium,34,15,4.85,0,17,3/37,39.35,0,8.0,0.0,-34.49
SL Rainbird,2021-2022,Melbourne Stars,Hobart Hurricanes,91.9,Medium,34,15,4.85,0,17,3/37,39.35,0,8.0,0.0,-34.49
SM Boland,2020-2022,Hobart Hurricanes,Australia,87.7,Medium,,,,,,,,,,,
SM Boland,2014-2024,Melbourne Stars,Australia,87.7,Medium,,,,,,,,,,,
SM Elliott,2021-2022,Melbourne Stars,Melbourne Stars,28.6,Medium,2,2,2.00,0,0,-,-,0,0.0,0.0,-
SM Harwood,2011-2012,Melbourne Renegades,Australia,102.6,Medium,101,20*,16.83,0,48,3/13,22.47,0,6.0,0.0,-5.64
SM Katich,2011-2014,Perth Scorchers,Australia,127.4,Chinaman,2483,75,30.28,0,0,-,-,0,47.0,0.0,-
SM Whiteman,2013-2024,Perth Scorchers,Perth Scorchers,118.6,,,,,,,,,,,,
SMSM Senanayake,2013-2013,Sydney Sixers,Sri Lanka,90.1,Offbreak,532,59,12.97,0,124,4/23,19.59,0,36.0,0.0,-6.62
SNJ O'Keefe,2012-2024,Sydney Sixers,Australia,112.3,Orthodox,543,50,14.28,0,119,4/10,23.27,0,37.0,0.0,-8.98
SO Henry,2012-2012,Melbourne Stars,Melbourne Stars,54.5,Orthodox,6,6,6.00,0,-,-,-,-,0.0,0.0,-
SP Narine,2016-2017,Melbourne Renegades,West Indies,148.8,Offbreak,4654,109,15.51,1,599,5/19,22.04,1,128.0,0.0,-6.52
SP Terry,2019-2019,Perth Scorchers,Ireland,64.3,Offbreak,93,33*,13.28,0,-,-,-,-,5.0,0.0,-
SPD Smith,2011-2025,Sydney Sixers,Australia,130.6,Legbreak,5943,125*,31.95,4,54,4/13,19.55,0,149.0,0.0,12.39
SR Hain,2023-2023,Brisbane Heat,Brisbane Heat,134.1,Offbreak,5053,112*,38.57,1,-,-,-,-,87.0,0.0,-
SR Hain,2023-2024,Hobart Hurricanes,Brisbane Heat,134.1,Offbreak,5053,112*,38.57,1,-,-,-,-,87.0,0.0,-
SR Patel,2020-2020,Melbourne Renegades,England,125.8,Orthodox,6939,90*,24.60,0,364,4/5,26.54,0,118.0,0.0,-1.93
SR Watson,2012-2012,Brisbane Heat,Australia,138.3,Medium,8821,124*,29.30,6,216,4/15,27.02,0,101.0,0.0,2.27
SS Eskinazi,2023-2024,Perth Scorchers,Perth Scorchers,139.2,,3688,102*,31.52,1,-,-,-,-,51.0,0.0,-
SW Billings,2022-2024,Brisbane Heat,England,134.3,,7238,106,24.04,1,-,-,-,-,237.0,32.0,-
SW Billings,2016-2018,Sydney Sixers,England,134.3,,7238,106,24.04,1,-,-,-,-,237.0,32.0,-
SW Tait,2012-2015,Adelaide Strikers,Australia,75.3,Fast,,,,,,,,,,,
SW Tait,2015-2017,Hobart Hurricanes,Australia,75.3,Fast,,,,,,,,,,,
SW Tait,2011-2012,Melbourne Renegades,Australia,75.3,Fast,,,,,,,,,,,
Saeed Ajmal,2012-2012,Adelaide Strikers,Pakistan,116.4,Offbreak,240,21*,8.00,0,271,4/14,17.36,0,31.0,0.0,-9.36
Shadab Khan,2017-2017,Brisbane Heat,Pakistan,136.5,Legbreak,3402,91,18.59,0,345,5/28,23.83,1,122.0,0.0,-5.24
Shadab Khan,2022-2022,Hobart Hurricanes,Pakistan,136.5,Legbreak,3402,91,18.59,0,345,5/28,23.83,1,122.0,0.0,-5.24
Shahid Afridi,2011-2012,Melbourne Renegades,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
Shakib Al Hasan,2014-2014,Adelaide Strikers,Bangladesh,126.2,Orthodox,,,,,,,,,,,
Shakib Al Hasan,2015-2015,Melbourne Renegades,Bangladesh,126.2,Orthodox,,,,,,,,,,,
Shoaib Malik,2013-2015,Hobart Hurricanes,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
Syed Faridoun,2021-2021,Melbourne Stars,Melbourne Stars,120.0,,6,6*,-,0,0,-,-,0,0.0,0.0,-
T Banton,2019-2025,Brisbane Heat,England,141.9,,4703,107*,27.02,4,-,-,-,-,101.0,10.0,-
T Kelly,2021-2024,Adelaide Strikers,Adelaide Strikers,118.2,,409,43,20.45,0,-,-,-,-,12.0,0.0,-
T Kohler-Cadmore,2023-2024,Sydney Thunder,Sydney Thunder,141.3,Offbreak,6524,127,28.36,1,-,-,-,-,129.0,5.0,-
T Murphy,2021-2025,Sydney Sixers,Sydney Sixers,85.7,Offbreak,30,14*,-,0,19,3/35,22.31,0,8.0,0.0,-
T Sangha,2020-2025,Sydney Thunder,Australia,88.4,Legbreak,38,17*,7.60,0,77,4/14,20.27,0,14.0,0.0,-12.67
T Whitney,2024-2024,Brisbane Heat,Brisbane Heat,,Medium,,,,,,,,,,,
T van der Gugten,2014-2014,Hobart Hurricanes,Netherlands,138.6,Medium,599,48,13.31,0,165,5/21,23.52,1,41.0,0.0,-10.21
TA Boult,2022-2023,Melbourne Stars,New Zealand,116.7,Medium,307,23*,10.96,0,329,4/13,25.31,0,97.0,0.0,-14.34
TA Copeland,2014-2014,Sydney Sixers,Sydney Thunder,33.3,Medium,1,1,1.00,0,0,-,-,0,0.0,0.0,-
TA Lammonby,2021-2022,Hobart Hurricanes,Hobart Hurricanes,141.2,Medium,1007,90,19.00,0,15,2/32,31.33,0,46.0,0.0,-12.33
TB Abell,2021-2021,Brisbane Heat,Brisbane Heat,133.5,Medium,3715,101*,29.25,1,2,1/11,50.00,0,98.0,0.0,-20.74
TD Andrews,2016-2017,Adelaide Strikers,Adelaide Strikers,150.8,Orthodox,98,37*,24.50,0,13,2/15,29.15,0,2.0,0.0,-4.65
TD Andrews,2023-2023,Hobart Hurricanes,Adelaide Strikers,150.8,Orthodox,98,37*,24.50,0,13,2/15,29.15,0,2.0,0.0,-4.65
TD Andrews,2020-2020,Melbourne Renegades,Adelaide Strikers,150.8,Orthodox,98,37*,24.50,0,13,2/15,29.15,0,2.0,0.0,-4.65
TD Cruickshank,2011-2012,Sydney Thunder,Sydney Thunder,56.7,,17,15,5.66,0,-,-,-,-,0.0,0.0,-
TD Paine,2012-2022,Hobart Hurricanes,Australia,117.2,Medium,1647,91,22.87,0,-,-,-,-,57.0,16.0,-
TF Rogers,2022-2025,Melbourne Stars,Melbourne Stars,120.8,Medium,,,,,,,,,,,
TH David,2020-2025,Hobart Hurricanes,Singapore,161.9,Offbreak,5833,102*,30.86,1,15,1/0,64.06,0,170.0,0.0,-33.20
TH David,2018-2020,Perth Scorchers,Singapore,161.9,Offbreak,5833,102*,30.86,1,15,1/0,64.06,0,170.0,0.0,-33.20
TIF Triffitt,2011-2012,Hobart Hurricanes,Hobart Hurricanes,122.4,,202,25*,12.62,0,-,-,-,-,22.0,1.0,-
TIF Triffitt,2014-2015,Melbourne Stars,Hobart Hurricanes,122.4,,202,25*,12.62,0,-,-,-,-,22.0,1.0,-
TIF Triffitt,2012-2013,Perth Scorchers,Hobart Hurricanes,122.4,,202,25*,12.62,0,-,-,-,-,22.0,1.0,-
TJ Armstrong,2013-2013,Perth Scorchers,Sydney Thunder,72.9,Medium,54,25,13.50,0,-,-,-,-,2.0,0.0,-
TJ Dean,2018-2022,Melbourne Stars,Melbourne Stars,113.6,,50,32,16.66,0,-,-,-,-,0.0,0.0,-
TK Curran,2024-2025,Melbourne Stars,England,143.5,Medium,,,,,,,,,,,
TK Curran,2018-2024,Sydney Sixers,England,143.5,Medium,,,,,,,,,,,
TL Lawford,2014-2015,Adelaide Strikers,Adelaide Strikers,104.5,Medium,,,,,,,,,,,
TL Lawford,2017-2017,Melbourne Renegades,Adelaide Strikers,104.5,Medium,,,,,,,,,,,
TL O'Connell,2019-2022,Melbourne Stars,Melbourne Stars,66.7,Legbreak,12,9*,4.00,0,5,2/11,27.40,0,4.0,0.0,-23.39
TL Seifert,2024-2025,Melbourne Renegades,New Zealand,135.0,,6584,125*,28.50,4,-,-,-,-,181.0,37.0,-
TLW Cooper,2011-2012,Adelaide Strikers,Netherlands,128.5,Offbreak,2851,84*,21.43,0,21,2/7,29.04,0,79.0,0.0,-7.61
TLW Cooper,2020-2022,Brisbane Heat,Netherlands,128.5,Offbreak,2851,84*,21.43,0,21,2/7,29.04,0,79.0,0.0,-7.61
TLW Cooper,2012-2020,Melbourne Renegades,Netherlands,128.5,Offbreak,2851,84*,21.43,0,21,2/7,29.04,0,79.0,0.0,-7.61
TM Beaton,2015-2016,Melbourne Renegades,Melbourne Renegades,146.9,Medium,301,41*,23.15,0,-,-,-,-,7.0,0.0,-
TM Beaton,2012-2012,Perth Scorchers,Melbourne Renegades,146.9,Medium,301,41*,23.15,0,-,-,-,-,7.0,0.0,-
TM Dilshan,2014-2014,Sydney Thunder,Sri Lanka,118.4,Offbreak,5193,104*,27.04,1,64,3/16,29.56,0,79.0,3.0,-2.51
TM Head,2013-2023,Adelaide Strikers,Australia,148.6,Offbreak,,,,,,,,,,,
TP Alsop,2025-2025,Brisbane Heat,Brisbane Heat,130.8,,2229,87*,27.51,0,-,-,-,-,37.0,5.0,-
TP Doropoulos,2012-2013,Adelaide Strikers,Adelaide Strikers,80.0,Medium,,,,,,,,,,,
TP Ludeman,2012-2017,Adelaide Strikers,Adelaide Strikers,121.7,,941,92*,26.13,0,-,-,-,-,31.0,4.0,-
TP Ludeman,2017-2018,Melbourne Renegades,Adelaide Strikers,121.7,,941,92*,26.13,0,-,-,-,-,31.0,4.0,-
TR Birt,2011-2015,Hobart Hurricanes,Australia,136.0,Medium,,,,,,,,,,,
TS Mills,2017-2017,Brisbane Heat,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
TS Mills,2017-2018,Hobart Hurricanes,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
TS Mills,2021-2022,Perth Scorchers,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
TS Muyeye,2025-2025,Melbourne Renegades,Melbourne Renegades,141.4,,1420,100,23.27,1,-,-,-,-,23.0,0.0,-
TS Rogers,2017-2022,Hobart Hurricanes,Hobart Hurricanes,126.0,Medium,,,,,,,,,,,
TS Rogers,2022-2025,Melbourne Renegades,Hobart Hurricanes,126.0,Medium,,,,,,,,,,,
TT Bresnan,2015-2015,Hobart Hurricanes,England,136.9,Medium,,,,,,,,,,,
TT Bresnan,2017-2018,Perth Scorchers,England,136.9,Medium,,,,,,,,,,,
TW Gray,2024-2024,Sydney Thunder,Sydney Thunder,142.9,Legbreak,,,,,,,,,,,
UBT Chand,2022-2022,Melbourne Renegades,Melbourne Renegades,109.3,Offbreak,2097,125,23.30,3,-,-,-,-,59.0,3.0,-
UT Khawaja,2023-2025,Brisbane Heat,Australia,133.2,Offbreak,3292,109*,30.20,3,-,-,-,-,29.0,0.0,-
Usama Mir,2023-2025,Melbourne Stars,Pakistan,129.4,Legbreak,530,39,8.68,0,182,6/40,23.35,1,61.0,0.0,-14.66
Usman Qadir,2018-2019,Perth Scorchers,Pakistan,95.6,Legbreak,272,36,12.36,0,112,5/14,24.33,1,20.0,0.0,-11.96
Usman Shinwari,2018-2019,Melbourne Renegades,Pakistan,100.0,Medium,153,36*,10.92,0,128,5/9,25.13,2,26.0,0.0,-14.20
W Parker,2020-2023,Hobart Hurricanes,Hobart Hurricanes,134.3,Legbreak,47,25*,11.75,0,1,1/42,185.00,0,1.0,0.0,-173.24
W Prestwidge,2022-2025,Brisbane Heat,Brisbane Heat,87.1,Fast,,,,,,,,,,,
W Sanders,2022-2022,Hobart Hurricanes,Hobart Hurricanes,,Fast,-,-,-,-,0,-,-,0,0.0,0.0,-
W Sutherland,2018-2025,Melbourne Renegades,Melbourne Renegades,137.4,Medium,838,70,18.21,0,46,3/14,36.67,0,34.0,0.0,-18.45
WA Agar,2017-2023,Adelaide Strikers,Adelaide Strikers,108.0,Fast,108,15,6.75,0,93,4/6,24.67,0,15.0,0.0,-17.92
WD Sheridan,2011-2013,Melbourne Renegades,Melbourne Renegades,98.5,Medium,67,15*,13.40,0,11,3/28,24.54,0,7.0,0.0,-11.14
WER Somerville,2016-2018,Sydney Sixers,Sydney Sixers,138.1,Offbreak,200,37*,25.00,0,40,3/18,27.80,0,7.0,0.0,-2.79
WG Bosisto,2017-2019,Perth Scorchers,Perth Scorchers,119.0,Offbreak,400,75*,33.33,0,3,2/10,28.00,0,6.0,0.0,5.33
WG Jacks,2020-2021,Hobart Hurricanes,England,155.6,Offbreak,6120,108*,29.00,5,80,4/15,22.68,0,112.0,0.0,6.31
Waqar Salamkheil,2024-2025,Hobart Hurricanes,Hobart Hurricanes,48.8,Chinaman,23,7,11.50,0,113,4/14,21.49,0,7.0,0.0,-9.99
XA Crone,2025-2025,Melbourne Renegades,Melbourne Stars,33.3,Medium,2,1,1.00,0,0,-,-,0,0.0,0.0,-
XA Crone,2022-2022,Melbourne Stars,Melbourne Stars,33.3,Medium,2,1,1.00,0,0,-,-,0,0.0,0.0,-
XC Bartlett,2020-2025,Brisbane Heat,Australia,124.2,Medium,411,59*,17.12,0,102,4/10,22.01,0,38.0,0.0,-4.89
XJ Doherty,2011-2015,Hobart Hurricanes,Australia,108.5,Orthodox,138,33,17.25,0,62,4/17,32.11,0,22.0,0.0,-14.86
XJ Doherty,2015-2017,Melbourne Renegades,Australia,108.5,Orthodox,138,33,17.25,0,62,4/17,32.11,0,22.0,0.0,-14.86
Yasir Arafat,2013-2015,Perth Scorchers,Pakistan,116.5,Medium,1210,49,13.90,0,281,4/5,22.58,0,35.0,0.0,-8.67
Yasir Shah,2017-2018,Brisbane Heat,Pakistan,91.1,Legbreak,463,44,8.73,0,134,4/7,29.45,0,47.0,0.0,-20.71
Z Crawley,2023-2023,Hobart Hurricanes,Hobart Hurricanes,139.2,Offbreak,2381,108*,27.36,1,-,-,-,-,48.0,0.0,-
Z Crawley,2023-2024,Perth Scorchers,Hobart Hurricanes,139.2,Offbreak,2381,108*,27.36,1,-,-,-,-,48.0,0.0,-
Z Evans,2020-2022,Melbourne Renegades,Melbourne Renegades,88.9,Medium,8,6,4.00,0,13,5/33,21.61,1,7.0,0.0,-17.61
Zahir Khan,2019-2020,Brisbane Heat,Afghanistan,76.9,Chinaman,106,19*,4.60,0,142,5/19,24.05,1,13.0,0.0,-19.44
Zahir Khan,2021-2022,Melbourne Renegades,Afghanistan,76.9,Chinaman,106,19*,4.60,0,142,5/19,24.05,1,13.0,0.0,-19.44
Zahir Khan,2020-2021,Melbourne Stars,Afghanistan,76.9,Chinaman,106,19*,4.60,0,142,5/19,24.05,1,13.0,0.0,-19.44
Zaman Khan,2023-2023,Sydney Thunder,Pakistan,74.0,Medium,75,9*,7.50,0,132,4/16,24.53,0,23.0,0.0,-17.03
