Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
Zahid Mahmood,2020-2021,Quetta Gladiators,Pakistan,66.7,Legbreak,184,20,11.50,0,98,5/16,21.39,1,6.0,0.0,-9.89
AD Russell,2021-2021,Quetta Gladiators,West Indies,167.6,Fast,9449,121*,26.32,2,496,5/15,25.87,1,238.0,0.0,0.44
Arish Ali,2021-2021,Quetta Gladiators,Quetta Gladiators,0.0,Offbreak,0,0*,0.00,0,9,4/28,18.22,0,4.0,0.0,-18.22
CH Gayle,2021-2021,Quetta Gladiators,West Indies,144.1,Offbreak,14562,175*,36.22,22,83,4/22,31.54,0,104.0,0.0,4.68
CS Delport,2021-2021,Quetta Gladiators,Sydney Thunder,139.5,Medium,6290,129,25.05,5,71,4/17,29.45,0,88.0,0.0,-4.39
DW Steyn,2021-2021,Quetta Gladiators,South Africa,107.1,Fast,313,27*,8.45,0,263,4/9,22.00,0,55.0,0.0,-13.54
F du Plessis,2021-2021,Quetta Gladiators,South Africa,139.2,Legbreak,11906,120*,32.88,8,50,5/19,18.34,2,211.0,0.0,14.54
J Weatherald,2021-2021,Quetta Gladiators,Adelaide Strikers,130.9,Legbreak,2324,115,25.82,1,-,-,-,-,35.0,0.0,-
JD Wildermuth,2021-2021,Quetta Gladiators,Australia,118.0,Medium,308,31,10.62,0,42,3/16,34.92,0,10.0,0.0,-24.30
Khurram Shahzad,2021-2025,Quetta Gladiators,Qatar,56.8,Offbreak,57,17*,6.33,0,56,4/22,25.26,0,11.0,0.0,-18.93
Qais Ahmad,2021-2023,Quetta Gladiators,Afghanistan,127.6,Legbreak,741,50*,12.35,0,198,5/18,23.37,1,66.0,0.0,-11.02
Saim Ayub,2021-2021,Quetta Gladiators,Pakistan,137.4,Medium,2795,98*,25.40,0,32,3/35,25.50,0,50.0,0.0,-0.09
T Banton,2021-2021,Quetta Gladiators,England,141.9,,4703,107*,27.02,4,-,-,-,-,101.0,10.0,-
Usman Khan,2021-2021,Quetta Gladiators,France,139.6,Medium,1944,123,30.85,5,-,-,-,-,31.0,5.0,-
Usman Shinwari,2021-2021,Quetta Gladiators,Pakistan,100.0,Medium,153,36*,10.92,0,128,5/9,25.13,2,26.0,0.0,-14.20
Zahir Khan,2021-2021,Quetta Gladiators,Afghanistan,76.9,Chinaman,106,19*,4.60,0,142,5/19,24.05,1,13.0,0.0,-19.44
Zahoor Khan,2021-2021,Quetta Gladiators,United Arab Emirates,51.7,Medium,15,6,3.00,0,97,4/16,21.87,0,14.0,0.0,-18.87
Abdul Bangalzai,2022-2023,Quetta Gladiators,Quetta Gladiators,65.2,,879,79,23.75,0,2,2/25,31.50,0,10.0,0.0,-7.74
Ashir Qureshi,2022-2022,Quetta Gladiators,Quetta Gladiators,0.0,Legbreak,0,0,0.00,0,1,1/31,72.00,0,0.0,0.0,-71.99
BM Duckett,2022-2022,Quetta Gladiators,England,140.6,Offbreak,5397,96,30.49,0,-,-,-,-,107.0,2.0,-
Iftikhar Ahmed,2022-2023,Quetta Gladiators,Pakistan,129.3,Offbreak,6007,100*,29.73,1,85,3/5,29.85,0,144.0,0.0,-0.12
JM Vince,2022-2022,Quetta Gladiators,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
JP Faulkner,2022-2022,Quetta Gladiators,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
L Wood,2022-2022,Quetta Gladiators,England,115.8,Medium,419,33*,9.52,0,208,5/50,25.91,1,68.0,0.0,-16.39
Mohammad Irfan,2022-2022,Quetta Gladiators,Pakistan,48.8,Fast,,,,,,,,,,,
Noor Ahmad,2022-2022,Quetta Gladiators,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
Shahid Afridi,2022-2022,Quetta Gladiators,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
WCF Smeed,2022-2023,Quetta Gladiators,St Kitts and Nevis Patriots,148.7,Offbreak,3371,101*,27.40,1,-,-,-,-,59.0,0.0,-
Aimal Khan,2023-2023,Quetta Gladiators,Quetta Gladiators,0.0,Medium,0,0*,-,0,3,2/26,59.33,0,0.0,0.0,-
D Pretorius,2023-2023,Quetta Gladiators,South Africa,138.4,Medium,2969,77*,19.92,0,246,5/17,24.26,1,55.0,0.0,-4.33
MJ Guptill,2023-2023,Quetta Gladiators,New Zealand,130.7,Offbreak,,,,,,,,,,,
Mohammad Hafeez,2023-2023,Quetta Gladiators,Pakistan,116.7,Offbreak,7946,102*,25.79,2,202,4/10,24.00,0,111.0,0.0,1.78
N Thushara,2023-2023,Quetta Gladiators,Sri Lanka,65.1,Medium,40,7*,4.00,0,170,5/13,19.84,2,15.0,0.0,-15.84
Najibullah Zadran,2023-2023,Quetta Gladiators,Afghanistan,133.0,Offbreak,4475,97*,26.47,0,2,1/5,11.00,0,90.0,0.0,15.47
Naveen-ul-Haq,2023-2023,Quetta Gladiators,Afghanistan,98.0,Medium,365,30*,8.69,0,267,5/11,24.26,1,60.0,0.0,-15.57
OF Smith,2023-2023,Quetta Gladiators,West Indies,128.8,Medium,818,44,16.69,0,101,4/30,27.90,0,36.0,0.0,-11.20
Omair Yousuf,2023-2024,Quetta Gladiators,Pakistan,125.6,,1043,78*,30.67,0,-,-,-,-,20.0,0.0,-
Umaid Asif,2023-2023,Quetta Gladiators,Sialkot Stallions,160.6,Medium,437,40,12.85,0,127,5/20,26.20,1,34.0,0.0,-13.35
Yasir Khan,2023-2023,Quetta Gladiators,Peshawar Zalmi,141.7,,1152,107,26.18,2,-,-,-,-,13.0,0.0,-
AJ Hosein,2024-2025,Quetta Gladiators,West Indies,110.9,Orthodox,1059,55*,15.57,0,224,5/11,25.41,1,47.0,0.0,-9.84
Abrar Ahmed,2024-2025,Quetta Gladiators,Pakistan,76.8,Legbreak,42,12,3.50,0,83,4/9,21.16,0,16.0,0.0,-17.66
Khawaja Nafay,2024-2025,Quetta Gladiators,Chattogram Challengers,132.5,Offbreak,688,68,23.72,0,-,-,-,-,16.0,0.0,-
LJ Evans,2024-2024,Quetta Gladiators,Perth Scorchers,138.3,Medium,7305,118*,29.69,3,1,1/5,35.00,0,149.0,4.0,-5.30
Mohammad Amir,2024-2025,Quetta Gladiators,Pakistan,103.4,Fast,458,30,7.15,0,409,6/17,22.40,2,43.0,0.0,-15.25
Mohammad Wasim,2024-2025,Quetta Gladiators,Pakistan,117.2,Medium,353,34,12.17,0,117,4/24,26.00,0,51.0,0.0,-13.82
SE Rutherford,2024-2024,Quetta Gladiators,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
Sajjad Ali,2024-2024,Quetta Gladiators,,0,,536,90,29.77,0,-,-,-,-,12.0,1.0,-
Saud Shakeel,2024-2025,Quetta Gladiators,Quetta Gladiators,130.2,Slow,1392,88*,25.30,0,13,2/26,26.92,0,26.0,0.0,-1.61
Usman Tariq,2024-2025,Quetta Gladiators,Trinbago Knight Riders,84.6,Offbreak,27,7*,13.50,0,53,4/17,18.07,0,5.0,0.0,-4.57
Ali Majid,2025-2025,Quetta Gladiators,Peshawar Zalmi,112.5,Offbreak,22,9*,-,0,22,3/27,24.81,0,9.0,0.0,-
BKG Mendis,2025-2025,Quetta Gladiators,Sri Lanka,135.4,Legbreak,5101,105*,30.18,2,0,-,-,0,84.0,23.0,-
FH Allen,2025-2025,Quetta Gladiators,New Zealand,173.1,,4415,151,28.85,4,0,-,-,0,73.0,2.0,-
Faheem Ashraf,2025-2025,Quetta Gladiators,Pakistan,142.9,Medium,2203,55,17.48,0,232,6/19,26.03,3,84.0,0.0,-8.55
Hasan Nawaz,2025-2025,Quetta Gladiators,Pakistan,160.0,,1340,105*,27.91,2,0,-,-,0,31.0,0.0,-
Haseebullah Khan,2025-2025,Quetta Gladiators,Pakistan,136.6,,599,72,19.96,0,-,-,-,-,26.0,2.0,-
KA Jamieson,2025-2025,Quetta Gladiators,New Zealand,130.5,Medium,461,45*,20.95,0,99,6/7,24.76,1,22.0,0.0,-3.81
LD Chandimal,2025-2025,Quetta Gladiators,Sri Lanka,121.4,Offbreak,5131,101*,29.83,1,-,-,-,-,104.0,32.0,-
MS Chapman,2025-2025,Quetta Gladiators,Hong Kong,135.8,Orthodox,3850,104*,26.19,2,22,3/22,29.63,0,71.0,0.0,-3.44
Mohammad Zeeshan,2025-2025,Quetta Gladiators,Peshawar Zalmi,0.0,Medium,0,0,0.00,0,1,1/38,134.00,0,0.0,0.0,-133.99
SA Abbott,2025-2025,Quetta Gladiators,Australia,118.9,Medium,941,110*,11.91,1,254,5/16,21.33,2,104.0,0.0,-9.41
Shoaib Malik,2025-2025,Quetta Gladiators,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
WIA Fernando,2025-2025,Quetta Gladiators,Sri Lanka,134.6,Medium,3606,100,27.52,1,0,-,-,0,42.0,0.0,-
Player,Span,Team,Country,SR,Bowling Style,,,,,,,,,,,
