Player,Span,Team,Record Type
Mohammad Asghar,2016-2018,Peshawar Zalmi,Bowling
Mohammad Hafeez,2016-2018,Peshawar Zalmi,Bowling
Mohammad Haris,2022-2025,Peshawar Zalmi,Bowling
Mohammad Imran,2020-2020,Peshawar Zalmi,Bowling
Mohammad Imran,2021-2021,Peshawar Zalmi,Bowling
Mohammad Irfan,2021-2021,Peshawar Zalmi,Bowling
Mohammad Mohsin,2020-2020,Peshawar Zalmi,Bowling
Mohammad Umar,2022-2022,Peshawar Zalmi,Bowling
Mohammad Zeeshan,2024-2024,Peshawar Zalmi,Bowling
EJG Morgan,2017-2017,Peshawar Zalmi,Bowling
DR Mousley,2024-2024,Peshawar Zalmi,Bowling
Mujeeb Ur Rahman,2021-2023,Peshawar Zalmi,Bowling
Nabi Gul,2019-2019,Peshawar Zalmi,Bowling
Naveen-ul-Haq,2024-2024,Peshawar Zalmi,Bowling
JDS Neesham,2023-2023,Peshawar Zalmi,Bowling
MJ Owen,2025-2025,Peshawar Zalmi,Bowling
KA Pollard,2019-2019,Peshawar Zalmi,Bowling
R Powell,2021-2024,Peshawar Zalmi,Bowling
Rahat Ali,2020-2020,Peshawar Zalmi,Bowling
PBB Rajapaksa,2023-2023,Peshawar Zalmi,Bowling
SE Rutherford,2021-2022,Peshawar Zalmi,Bowling
Saad Masood,2023-2023,Peshawar Zalmi,Bowling
Saad Nasim,2018-2018,Peshawar Zalmi,Bowling
Sabbir Rahman,2018-2018,Peshawar Zalmi,Bowling
Saim Ayub,2023-2025,Peshawar Zalmi,Bowling
Salman Irshad,2022-2024,Peshawar Zalmi,Bowling
Sameen Gul,2018-2022,Peshawar Zalmi,Bowling
DJG Sammy,2016-2020,Peshawar Zalmi,Bowling
DR Sams,2025-2025,Peshawar Zalmi,Bowling
MN Samuels,2017-2017,Peshawar Zalmi,Bowling
Shahid Afridi,2016-2017,Peshawar Zalmi,Bowling
Shahid Yousuf,2016-2016,Peshawar Zalmi,Bowling
MD Shanaka,2023-2023,Peshawar Zalmi,Bowling
Shakib Al Hasan,2017-2023,Peshawar Zalmi,Bowling
Shoaib Malik,2020-2022,Peshawar Zalmi,Bowling
DR Smith,2018-2018,Peshawar Zalmi,Bowling
Sohaib Maqsood,2017-2020,Peshawar Zalmi,Bowling
Sohail Khan,2022-2022,Peshawar Zalmi,Bowling
Sufiyan Muqeem,2023-2025,Peshawar Zalmi,Bowling
SW Tait,2016-2016,Peshawar Zalmi,Bowling
Tamim Iqbal,2016-2018,Peshawar Zalmi,Bowling
Umaid Asif,2018-2021,Peshawar Zalmi,Bowling
Umar Amin,2019-2020,Peshawar Zalmi,Bowling
Usman Qadir,2022-2023,Peshawar Zalmi,Bowling
GC Viljoen,2020-2020,Peshawar Zalmi,Bowling
Wahab Riaz,2016-2023,Peshawar Zalmi,Bowling
PI Walter,2024-2024,Peshawar Zalmi,Bowling
Waqar Salamkheil,2021-2024,Peshawar Zalmi,Bowling
JW Wells,2021-2021,Peshawar Zalmi,Bowling
MH Wessels,2018-2018,Peshawar Zalmi,Bowling
L Wood,2024-2025,Peshawar Zalmi,Bowling
Yasir Khan,2022-2022,Peshawar Zalmi,Bowling
Yasir Shah,2020-2020,Peshawar Zalmi,Bowling
SA Abbott,2025-2025,Quetta Gladiators,Batting
Abdul Bangalzai,2022-2023,Quetta Gladiators,Batting
Abdul Nasir,2020-2021,Quetta Gladiators,Batting
Abrar Ahmed,2024-2025,Quetta Gladiators,Batting
Ahmed Shehzad,2016-2020,Quetta Gladiators,Batting
Ahsan Ali,2019-2022,Quetta Gladiators,Batting
Aimal Khan,2023-2023,Quetta Gladiators,Batting
Aizaz Cheema,2016-2016,Quetta Gladiators,Batting
Akbar-ur-Rehman,2016-2016,Quetta Gladiators,Batting
Ali Majid,2025-2025,Quetta Gladiators,Batting
FH Allen,2025-2025,Quetta Gladiators,Batting
Anamul Haque,2017-2017,Quetta Gladiators,Batting
Anwar Ali,2016-2021,Quetta Gladiators,Batting
JC Archer,2018-2018,Quetta Gladiators,Batting
Arish Ali,2021-2021,Quetta Gladiators,Batting
Asad Shafiq,2016-2018,Quetta Gladiators,Batting
Ashir Qureshi,2022-2022,Quetta Gladiators,Batting
Azam Khan,2019-2021,Quetta Gladiators,Batting
T Banton,2021-2021,Quetta Gladiators,Batting
Bismillah Khan,2016-2016,Quetta Gladiators,Batting
DJ Bravo,2019-2019,Quetta Gladiators,Batting
LD Chandimal,2025-2025,Quetta Gladiators,Batting
MS Chapman,2025-2025,Quetta Gladiators,Batting
E Chigumbura,2016-2016,Quetta Gladiators,Batting
BCJ Cutting,2020-2021,Quetta Gladiators,Batting
Danish Aziz,2019-2025,Quetta Gladiators,Batting
CS Delport,2021-2021,Quetta Gladiators,Batting
BM Duckett,2022-2022,Quetta Gladiators,Batting
F du Plessis,2021-2021,Quetta Gladiators,Batting
GD Elliott,2016-2016,Quetta Gladiators,Batting
RR Emrit,2017-2017,Quetta Gladiators,Batting
SM Ervine,2017-2017,Quetta Gladiators,Batting
LJ Evans,2024-2024,Quetta Gladiators,Batting
Faheem Ashraf,2025-2025,Quetta Gladiators,Batting
JP Faulkner,2022-2022,Quetta Gladiators,Batting
Fawad Ahmed,2019-2020,Quetta Gladiators,Batting
WIA Fernando,2025-2025,Quetta Gladiators,Batting
CH Gayle,2021-2021,Quetta Gladiators,Batting
Ghulam Mudassar,2019-2022,Quetta Gladiators,Batting
MJ Guptill,2023-2023,Quetta Gladiators,Batting
HF Gurney,2019-2019,Quetta Gladiators,Batting
Hasan Nawaz,2025-2025,Quetta Gladiators,Batting
Haseebullah Khan,2025-2025,Quetta Gladiators,Batting
Hassan Khan,2017-2022,Quetta Gladiators,Batting
JW Hastings,2018-2018,Quetta Gladiators,Batting
AJ Hosein,2024-2025,Quetta Gladiators,Batting
Iftikhar Ahmed,2022-2023,Quetta Gladiators,Batting
KA Jamieson,2025-2025,Quetta Gladiators,Batting
Khawaja Nafay,2024-2025,Quetta Gladiators,Batting
Khurram Manzoor,2020-2020,Quetta Gladiators,Batting
Khurram Shahzad,2021-2025,Quetta Gladiators,Batting
T Kohler-Cadmore,2018-2018,Quetta Gladiators,Batting
B Laughlin,2018-2018,Quetta Gladiators,Batting
NL McCullum,2016-2016,Quetta Gladiators,Batting
Mahmudullah,2017-2018,Quetta Gladiators,Batting
BKG Mendis,2025-2025,Quetta Gladiators,Batting
TS Mills,2017-2020,Quetta Gladiators,Batting
Mir Hamza,2017-2018,Quetta Gladiators,Batting
Mohammad Amir,2024-2025,Quetta Gladiators,Batting
Mohammad Hafeez,2023-2023,Quetta Gladiators,Batting
Mohammad Hasnain,2019-2024,Quetta Gladiators,Batting
Mohammad Irfan,2022-2022,Quetta Gladiators,Batting
Mohammad Irfan,2019-2019,Quetta Gladiators,Batting
Mohammad Nabi,2016-2016,Quetta Gladiators,Batting
Mohammad Nawaz,2016-2023,Quetta Gladiators,Batting
Mohammad Wasim,2024-2025,Quetta Gladiators,Batting
Mohammad Zeeshan,2025-2025,Quetta Gladiators,Batting
Najibullah Zadran,2023-2023,Quetta Gladiators,Batting
Naseem Shah,2020-2023,Quetta Gladiators,Batting
Naveen-ul-Haq,2023-2023,Quetta Gladiators,Batting
Noor Ahmad,2022-2022,Quetta Gladiators,Batting
Omair Yousuf,2023-2024,Quetta Gladiators,Batting
NLTC Perera,2017-2018,Quetta Gladiators,Batting
KP Pietersen,2016-2018,Quetta Gladiators,Batting
D Pretorius,2023-2023,Quetta Gladiators,Batting
Qais Ahmad,2021-2023,Quetta Gladiators,Batting
Rahat Ali,2018-2018,Quetta Gladiators,Batting
Rameez Raja,2018-2018,Quetta Gladiators,Batting
RR Rossouw,2017-2025,Quetta Gladiators,Batting
JJ Roy,2018-2024,Quetta Gladiators,Batting
AD Russell,2021-2021,Quetta Gladiators,Batting
SE Rutherford,2024-2024,Quetta Gladiators,Batting
Saad Nasim,2017-2017,Quetta Gladiators,Batting
Saim Ayub,2021-2021,Quetta Gladiators,Batting
Sajjad Ali,2024-2024,Quetta Gladiators,Batting
KC Sangakkara,2016-2016,Quetta Gladiators,Batting
Sarfaraz Ahmed,2016-2024,Quetta Gladiators,Batting
Saud Shakeel,2024-2025,Quetta Gladiators,Batting
Shahid Afridi,2022-2022,Quetta Gladiators,Batting
Shoaib Malik,2025-2025,Quetta Gladiators,Batting
WCF Smeed,2022-2023,Quetta Gladiators,Batting
DR Smith,2019-2019,Quetta Gladiators,Batting
OF Smith,2023-2023,Quetta Gladiators,Batting
Sohail Khan,2020-2024,Quetta Gladiators,Batting
Sohail Tanvir,2019-2022,Quetta Gladiators,Batting
DW Steyn,2021-2021,Quetta Gladiators,Batting
N Thushara,2023-2023,Quetta Gladiators,Batting
Umaid Asif,2023-2023,Quetta Gladiators,Batting
Umar Akmal,2019-2023,Quetta Gladiators,Batting
Umar Amin,2018-2018,Quetta Gladiators,Batting
Umar Gul,2016-2017,Quetta Gladiators,Batting
Usman Khan,2021-2021,Quetta Gladiators,Batting
Usman Shinwari,2021-2021,Quetta Gladiators,Batting
Usman Tariq,2024-2025,Quetta Gladiators,Batting
MN van Wyk,2017-2017,Quetta Gladiators,Batting
JM Vince,2022-2022,Quetta Gladiators,Batting
SR Watson,2018-2020,Quetta Gladiators,Batting
J Weatherald,2021-2021,Quetta Gladiators,Batting
JD Wildermuth,2021-2021,Quetta Gladiators,Batting
L Wood,2022-2022,Quetta Gladiators,Batting
LJ Wright,2016-2017,Quetta Gladiators,Batting
Yasir Khan,2023-2023,Quetta Gladiators,Batting
Zahid Mahmood,2020-2021,Quetta Gladiators,Batting
Zahir Khan,2021-2021,Quetta Gladiators,Batting
Zahoor Khan,2021-2021,Quetta Gladiators,Batting
Zulfiqar Babar,2016-2017,Quetta Gladiators,Batting
SA Abbott,2025-2025,Quetta Gladiators,Bowling
Abdul Bangalzai,2022-2023,Quetta Gladiators,Bowling
Abdul Nasir,2020-2021,Quetta Gladiators,Bowling
Abrar Ahmed,2024-2025,Quetta Gladiators,Bowling
Ahmed Shehzad,2016-2020,Quetta Gladiators,Bowling
Ahsan Ali,2019-2022,Quetta Gladiators,Bowling
Aimal Khan,2023-2023,Quetta Gladiators,Bowling
Aizaz Cheema,2016-2016,Quetta Gladiators,Bowling
Akbar-ur-Rehman,2016-2016,Quetta Gladiators,Bowling
Ali Majid,2025-2025,Quetta Gladiators,Bowling
FH Allen,2025-2025,Quetta Gladiators,Bowling
Anamul Haque,2017-2017,Quetta Gladiators,Bowling
Anwar Ali,2016-2021,Quetta Gladiators,Bowling
JC Archer,2018-2018,Quetta Gladiators,Bowling
Arish Ali,2021-2021,Quetta Gladiators,Bowling
Asad Shafiq,2016-2018,Quetta Gladiators,Bowling
Ashir Qureshi,2022-2022,Quetta Gladiators,Bowling
Azam Khan,2019-2021,Quetta Gladiators,Bowling
T Banton,2021-2021,Quetta Gladiators,Bowling
Bismillah Khan,2016-2016,Quetta Gladiators,Bowling
DJ Bravo,2019-2019,Quetta Gladiators,Bowling
LD Chandimal,2025-2025,Quetta Gladiators,Bowling
MS Chapman,2025-2025,Quetta Gladiators,Bowling
E Chigumbura,2016-2016,Quetta Gladiators,Bowling
BCJ Cutting,2020-2021,Quetta Gladiators,Bowling
Danish Aziz,2019-2025,Quetta Gladiators,Bowling
CS Delport,2021-2021,Quetta Gladiators,Bowling
BM Duckett,2022-2022,Quetta Gladiators,Bowling
F du Plessis,2021-2021,Quetta Gladiators,Bowling
GD Elliott,2016-2016,Quetta Gladiators,Bowling
RR Emrit,2017-2017,Quetta Gladiators,Bowling
SM Ervine,2017-2017,Quetta Gladiators,Bowling
LJ Evans,2024-2024,Quetta Gladiators,Bowling
Faheem Ashraf,2025-2025,Quetta Gladiators,Bowling
JP Faulkner,2022-2022,Quetta Gladiators,Bowling
Fawad Ahmed,2019-2020,Quetta Gladiators,Bowling
WIA Fernando,2025-2025,Quetta Gladiators,Bowling
CH Gayle,2021-2021,Quetta Gladiators,Bowling
Ghulam Mudassar,2019-2022,Quetta Gladiators,Bowling
MJ Guptill,2023-2023,Quetta Gladiators,Bowling
HF Gurney,2019-2019,Quetta Gladiators,Bowling
Hasan Nawaz,2025-2025,Quetta Gladiators,Bowling
Haseebullah Khan,2025-2025,Quetta Gladiators,Bowling
Hassan Khan,2017-2022,Quetta Gladiators,Bowling
JW Hastings,2018-2018,Quetta Gladiators,Bowling
AJ Hosein,2024-2025,Quetta Gladiators,Bowling
Iftikhar Ahmed,2022-2023,Quetta Gladiators,Bowling
KA Jamieson,2025-2025,Quetta Gladiators,Bowling
Khawaja Nafay,2024-2025,Quetta Gladiators,Bowling
Khurram Manzoor,2020-2020,Quetta Gladiators,Bowling
Khurram Shahzad,2021-2025,Quetta Gladiators,Bowling
T Kohler-Cadmore,2018-2018,Quetta Gladiators,Bowling
B Laughlin,2018-2018,Quetta Gladiators,Bowling
NL McCullum,2016-2016,Quetta Gladiators,Bowling
Mahmudullah,2017-2018,Quetta Gladiators,Bowling
BKG Mendis,2025-2025,Quetta Gladiators,Bowling
TS Mills,2017-2020,Quetta Gladiators,Bowling
Mir Hamza,2017-2018,Quetta Gladiators,Bowling
Mohammad Amir,2024-2025,Quetta Gladiators,Bowling
Mohammad Hafeez,2023-2023,Quetta Gladiators,Bowling
Mohammad Hasnain,2019-2024,Quetta Gladiators,Bowling
Mohammad Irfan,2022-2022,Quetta Gladiators,Bowling
Mohammad Irfan,2019-2019,Quetta Gladiators,Bowling
Mohammad Nabi,2016-2016,Quetta Gladiators,Bowling
Mohammad Nawaz,2016-2023,Quetta Gladiators,Bowling
Mohammad Wasim,2024-2025,Quetta Gladiators,Bowling
Mohammad Zeeshan,2025-2025,Quetta Gladiators,Bowling
Najibullah Zadran,2023-2023,Quetta Gladiators,Bowling
Naseem Shah,2020-2023,Quetta Gladiators,Bowling
Naveen-ul-Haq,2023-2023,Quetta Gladiators,Bowling
Noor Ahmad,2022-2022,Quetta Gladiators,Bowling
Omair Yousuf,2023-2024,Quetta Gladiators,Bowling
NLTC Perera,2017-2018,Quetta Gladiators,Bowling
KP Pietersen,2016-2018,Quetta Gladiators,Bowling
D Pretorius,2023-2023,Quetta Gladiators,Bowling
Qais Ahmad,2021-2023,Quetta Gladiators,Bowling
Rahat Ali,2018-2018,Quetta Gladiators,Bowling
Rameez Raja,2018-2018,Quetta Gladiators,Bowling
RR Rossouw,2017-2025,Quetta Gladiators,Bowling
JJ Roy,2018-2024,Quetta Gladiators,Bowling
AD Russell,2021-2021,Quetta Gladiators,Bowling
SE Rutherford,2024-2024,Quetta Gladiators,Bowling
Saad Nasim,2017-2017,Quetta Gladiators,Bowling
Saim Ayub,2021-2021,Quetta Gladiators,Bowling
Sajjad Ali,2024-2024,Quetta Gladiators,Bowling
KC Sangakkara,2016-2016,Quetta Gladiators,Bowling
Sarfaraz Ahmed,2016-2024,Quetta Gladiators,Bowling
Saud Shakeel,2024-2025,Quetta Gladiators,Bowling
Shahid Afridi,2022-2022,Quetta Gladiators,Bowling
Shoaib Malik,2025-2025,Quetta Gladiators,Bowling
WCF Smeed,2022-2023,Quetta Gladiators,Bowling
DR Smith,2019-2019,Quetta Gladiators,Bowling
OF Smith,2023-2023,Quetta Gladiators,Bowling
Sohail Khan,2020-2024,Quetta Gladiators,Bowling
Sohail Tanvir,2019-2022,Quetta Gladiators,Bowling
DW Steyn,2021-2021,Quetta Gladiators,Bowling
N Thushara,2023-2023,Quetta Gladiators,Bowling
Umaid Asif,2023-2023,Quetta Gladiators,Bowling
Umar Akmal,2019-2023,Quetta Gladiators,Bowling
Umar Amin,2018-2018,Quetta Gladiators,Bowling
Umar Gul,2016-2017,Quetta Gladiators,Bowling
Usman Khan,2021-2021,Quetta Gladiators,Bowling
Usman Shinwari,2021-2021,Quetta Gladiators,Bowling
Usman Tariq,2024-2025,Quetta Gladiators,Bowling
MN van Wyk,2017-2017,Quetta Gladiators,Bowling
JM Vince,2022-2022,Quetta Gladiators,Bowling
SR Watson,2018-2020,Quetta Gladiators,Bowling
J Weatherald,2021-2021,Quetta Gladiators,Bowling
JD Wildermuth,2021-2021,Quetta Gladiators,Bowling
L Wood,2022-2022,Quetta Gladiators,Bowling
LJ Wright,2016-2017,Quetta Gladiators,Bowling
Yasir Khan,2023-2023,Quetta Gladiators,Bowling
Zahid Mahmood,2020-2021,Quetta Gladiators,Bowling
Zahir Khan,2021-2021,Quetta Gladiators,Bowling
Zahoor Khan,2021-2021,Quetta Gladiators,Bowling
Zulfiqar Babar,2016-2017,Quetta Gladiators,Bowling
