Player,Span,Team,Country,SR,Bowling Style
M Pathirana,2022-2025,Kings XI Punjab,Sri Lanka,55.2,Medium
NLTC Perera,2010-2010,Kings XI Punjab,Sri Lanka,152.1,Medium
D Pretorius,2022-2023,Kings XI Punjab,South Africa,138.4,Medium
AM Rahane,2023-2024,Kings XI Punjab,India,125.0,Medium
SK Raina,2008-2021,Kings XI Punjab,India,137.7,Offbreak
AS Rajpoot,2013-2013,Kings XI Punjab,Chennai Super Kings,63.4,Medium
SK Rasheed,2025-2025,Kings XI Punjab,Chennai Super Kings,111.6,Legbreak
R Ravindra,2024-2025,Kings XI Punjab,New Zealand,139.4,Orthodox
AT Rayudu,2018-2023,Kings XI Punjab,India,124.7,Offbreak
WP Saha,2011-2013,Kings XI Punjab,Chennai Super Kings,125.5,
Sameer Rizvi,2024-2024,Kings XI Punjab,Chennai Super Kings,136.9,Offbreak
MJ Santner,2019-2024,Kings XI Punjab,New Zealand,129.7,Orthodox
V Shankar,2014-2025,Kings XI Punjab,India,131.0,Medium
KV Sharma,2018-2020,Kings XI Punjab,India,126.1,Legbreak
MM Sharma,2013-2019,Kings XI Punjab,India,95.4,Medium
DR Shorey,2018-2019,Kings XI Punjab,Chennai Super Kings,76.5,Offbreak
Simarjeet Singh,2022-2024,Kings XI Punjab,Chennai Super Kings,66.7,Medium
DR Smith,2014-2015,Kings XI Punjab,West Indies,126.3,Medium
PH Solanki,2022-2022,Kings XI Punjab,Chennai Super Kings,,Legbreak
TG Southee,2011-2011,Kings XI Punjab,New Zealand,131.5,Medium
BA Stokes,2023-2023,Kings XI Punjab,England,136.4,Medium
SB Styris,2011-2011,Kings XI Punjab,New Zealand,118.9,Medium
SN Thakur,2018-2024,Kings XI Punjab,India,145.4,Medium
M Theekshana,2022-2024,Kings XI Punjab,Sri Lanka,67.9,Offbreak
T Thushara,2009-2010,Kings XI Punjab,Sri Lanka,61.5,Medium
RA Tripathi,2025-2025,Kings XI Punjab,India,139.0,Medium
S Tyagi,2009-2010,Kings XI Punjab,India,75.0,Medium
RV Uthappa,2021-2022,Kings XI Punjab,India,130.5,Medium
S Vidyut,2008-2008,Kings XI Punjab,Chennai Super Kings,133.0,Orthodox
M Vijay,2009-2020,Kings XI Punjab,India,124.9,Offbreak
SR Watson,2018-2020,Kings XI Punjab,Australia,138.3,Medium
DJ Willey,2018-2018,Kings XI Punjab,England,135.9,Medium
MA Wood,2018-2018,Kings XI Punjab,England,100.0,Fast
UA Birla,2013-2013,Kochi Tuskers Kerala,Pune Warriors,50.0,Medium
MJ Clarke,2012-2012,Kochi Tuskers Kerala,Australia,103.4,Orthodox
AB Dinda,2012-2013,Kochi Tuskers Kerala,India,66.2,Medium
JP Faulkner,2011-2011,Kochi Tuskers Kerala,Australia,126.6,Medium
CJ Ferguson,2011-2012,Kochi Tuskers Kerala,Australia,125.4,Medium
AJ Finch,2013-2013,Kochi Tuskers Kerala,Australia,138.1,Orthodox
SC Ganguly,2011-2012,Kochi Tuskers Kerala,Kolkata Knight Riders,106.8,Medium
RV Gomez,2013-2013,Kochi Tuskers Kerala,Kochi Tuskers Kerala,98.0,Medium
Harpreet Singh,2011-2012,Kochi Tuskers Kerala,Pune Warriors,111.3,Medium
AA Jhunjhunwala,2011-2011,Kochi Tuskers Kerala,Rajasthan Royals,103.3,Offbreak
Kamran Khan,2011-2011,Kochi Tuskers Kerala,Qatar,122.8,Medium
M Kartik,2011-2012,Kochi Tuskers Kerala,India,103.7,Orthodox
B Kumar,2011-2013,Kochi Tuskers Kerala,India,88.7,Medium
NL McCullum,2011-2011,Kochi Tuskers Kerala,New Zealand,109.8,Offbreak
AP Majumdar,2012-2012,Kochi Tuskers Kerala,Pune Warriors,115.9,Legbreak
M Manhas,2011-2013,Kochi Tuskers Kerala,Delhi Daredevils,104.9,Offbreak
MR Marsh,2011-2013,Kochi Tuskers Kerala,Australia,136.5,Medium
AD Mathews,2012-2013,Kochi Tuskers Kerala,Sri Lanka,124.3,Medium
BAW Mendis,2013-2013,Kochi Tuskers Kerala,Sri Lanka,67.6,Offbreak
MD Mishra,2011-2012,Kochi Tuskers Kerala,Deccan Chargers,113.9,Offbreak
SS Mundhe,2011-2011,Kochi Tuskers Kerala,Pune Warriors,127.2,Medium
AG Murtaza,2012-2013,Kochi Tuskers Kerala,Mumbai Indians,71.4,Orthodox
AM Nayar,2013-2013,Kochi Tuskers Kerala,Mumbai Indians,116.5,Medium
A Nehra,2012-2012,Kochi Tuskers Kerala,India,68.3,Medium
TD Paine,2011-2011,Kochi Tuskers Kerala,Australia,117.2,Medium
IC Pandey,2013-2013,Kochi Tuskers Kerala,Chennai Super Kings,30.0,Medium
MK Pandey,2011-2013,Kochi Tuskers Kerala,India,122.0,Offbreak
WD Parnell,2011-2013,Kochi Tuskers Kerala,South Africa,114.8,Medium
Parvez Rasool,2013-2013,Kochi Tuskers Kerala,India,90.0,Offbreak
S Rana,2011-2011,Kochi Tuskers Kerala,India Women,116.8,Offbreak
M Rawat,2013-2013,Kochi Tuskers Kerala,Rajasthan Royals,79.7,
KW Richardson,2013-2013,Kochi Tuskers Kerala,Australia,111.9,Medium
JD Ryder,2011-2012,Kochi Tuskers Kerala,New Zealand,138.6,Medium
MN Samuels,2012-2013,Kochi Tuskers Kerala,West Indies,118.0,Offbreak
R Sharma,2011-2013,Kochi Tuskers Kerala,India,115.6,Legbreak
GC Smith,2011-2011,Kochi Tuskers Kerala,South Africa,119.3,Offbreak
SPD Smith,2012-2013,Kochi Tuskers Kerala,Australia,130.6,Legbreak
TL Suman,2013-2013,Kochi Tuskers Kerala,Deccan Chargers,115.5,Offbreak
JE Taylor,2011-2011,Kochi Tuskers Kerala,West Indies,118.9,Fast
LRPL Taylor,2013-2013,Kochi Tuskers Kerala,New Zealand,121.3,Offbreak
AC Thomas,2011-2012,Kochi Tuskers Kerala,South Africa,107.3,Medium
K Upadhyay,2012-2013,Kochi Tuskers Kerala,Pune Warriors,133.3,Medium
RV Uthappa,2011-2013,Kochi Tuskers Kerala,India,130.5,Medium
SB Wagh,2011-2011,Kochi Tuskers Kerala,Mexico,80.8,Medium
LJ Wright,2012-2013,Kochi Tuskers Kerala,England,140.6,Medium
Yuvraj Singh,2011-2013,Kochi Tuskers Kerala,India,131.5,Orthodox
S Ladda,2010-2010,Kolkata Knight Riders,Delhi Daredevils,0.0,Legbreak
AR Bawne,2017-2017,Kolkata Knight Riders,Delhi Daredevils,100.0,Offbreak
VR Aaron,2011-2012,Kolkata Knight Riders,Delhi Daredevils,74.7,Fast
Abhishek Sharma,2018-2018,Kolkata Knight Riders,India,170.3,Orthodox
Abishek Porel,2023-2025,Kolkata Knight Riders,Delhi Capitals,149.1,
AB Agarkar,2011-2013,Kolkata Knight Riders,India,118.1,Medium
MA Agarwal,2014-2016,Kolkata Knight Riders,Royal Challengers Bangalore,132.8,
KK Ahmed,2022-2024,Kolkata Knight Riders,India,28.0,Medium
Aman Hakim Khan,2023-2023,Kolkata Knight Riders,Kolkata Knight Riders,128.1,Offbreak
CJ Anderson,2017-2017,Kolkata Knight Riders,New Zealand,131.0,Medium
R Ashwin,2020-2021,Kolkata Knight Riders,India,129.8,Offbreak
Avesh Khan,2018-2021,Kolkata Knight Riders,India,147.6,Medium
KS Bharat,2022-2022,Kolkata Knight Riders,Royal Challengers Bangalore,123.0,
R Bhatia,2008-2010,Kolkata Knight Riders,Delhi Daredevils,113.3,Medium
RK Bhui,2024-2024,Kolkata Knight Riders,Sunrisers Hyderabad,152.6,Legbreak
SW Billings,2016-2017,Kolkata Knight Riders,England,134.3,
TR Birt,2011-2011,Kolkata Knight Riders,Australia,136.0,Medium
J Botha,2013-2013,Kolkata Knight Riders,South Africa,117.6,Offbreak
TA Boult,2018-2019,Kolkata Knight Riders,New Zealand,116.7,Medium
DAJ Bracewell,2012-2012,Kolkata Knight Riders,New Zealand,153.8,Medium
CR Brathwaite,2016-2017,Kolkata Knight Riders,West Indies,136.0,Medium
AT Carey,2020-2020,Kolkata Knight Riders,Australia,129.5,Medium
PVD Chameera,2025-2025,Kolkata Knight Riders,Sri Lanka,94.0,Fast
UBT Chand,2011-2013,Kolkata Knight Riders,Melbourne Renegades,109.3,Offbreak
B Chipli,2013-2013,Kolkata Knight Riders,Royal Challengers Bangalore,111.6,Medium
DT Christian,2018-2018,Kolkata Knight Riders,Australia,137.9,Medium
PD Collingwood,2010-2010,Kolkata Knight Riders,England,123.8,Medium
NM Coulter-Nile,2014-2016,Kolkata Knight Riders,Australia,132.2,Fast
PJ Cummins,2017-2017,Kolkata Knight Riders,Australia,139.2,Fast
TK Curran,2021-2021,Kolkata Knight Riders,England,143.5,Medium
CJ Dala,2018-2018,Kolkata Knight Riders,South Africa,92.5,Medium
Q de Kock,2014-2016,Kolkata Knight Riders,South Africa,137.7,
TU Deshpande,2020-2020,Kolkata Knight Riders,India,118.2,Medium
AB de Villiers,2008-2010,Kolkata Knight Riders,South Africa,149.4,Medium
S Dhawan,2008-2021,Kolkata Knight Riders,India,126.8,Offbreak
YV Dhull,2023-2023,Kolkata Knight Riders,Delhi Capitals,103.1,Offbreak
TM Dilshan,2008-2010,Kolkata Knight Riders,Sri Lanka,118.4,Offbreak
AB Dinda,2011-2011,Kolkata Knight Riders,India,66.2,Medium
P Dubey,2020-2023,Kolkata Knight Riders,Delhi Capitals,97.0,Legbreak
JP Duminy,2014-2016,Kolkata Knight Riders,South Africa,123.5,Offbreak
F du Plessis,2025-2025,Kolkata Knight Riders,South Africa,139.2,Legbreak
D Ferreira,2025-2025,Kolkata Knight Riders,South Africa,173.2,Offbreak
AJ Finch,2011-2012,Kolkata Knight Riders,Australia,138.1,Orthodox
J Fraser-McGurk,2024-2025,Kolkata Knight Riders,Australia,150.3,Legbreak
G Gambhir,2008-2018,Kolkata Knight Riders,India,122.7,Legbreak
PK Garg,2023-2023,Kolkata Knight Riders,Sunrisers Hyderabad,115.9,Medium
CM Gautam,2013-2015,Kolkata Knight Riders,Delhi Daredevils,112.7,
B Geeves,2008-2008,Kolkata Knight Riders,Australia,,Medium
Gulbadin Naib,2024-2024,Kolkata Knight Riders,Afghanistan,129.9,Medium
Sunny Gupta,2012-2012,Kolkata Knight Riders,Delhi Daredevils,0.0,Offbreak
MC Henriques,2010-2010,Kolkata Knight Riders,Australia,128.0,Medium
SO Hetmyer,2020-2021,Kolkata Knight Riders,West Indies,142.4,Legbreak
SD Hope,2024-2024,Kolkata Knight Riders,West Indies,129.2,None
JR Hopes,2011-2011,Kolkata Knight Riders,Australia,119.4,Medium
Imran Tahir,2014-2016,Kolkata Knight Riders,South Africa,101.3,Legbreak
CA Ingram,2011-2019,Kolkata Knight Riders,South Africa,140.9,
SS Iyer,2015-2021,Kolkata Knight Riders,India,134.2,Legbreak
KM Jadhav,2010-2015,Kolkata Knight Riders,India,122.2,Offbreak
DPMD Jayawardene,2012-2013,Kolkata Knight Riders,Sri Lanka,126.7,Medium
MC Juneja,2013-2013,Kolkata Knight Riders,Delhi Daredevils,97.7,Offbreak
KD Karthik,2008-2014,Kolkata Knight Riders,India,136.8,
S Kaul,2013-2014,Kolkata Knight Riders,India,55.6,Medium
SN Khan,2022-2023,Kolkata Knight Riders,Royal Challengers Bangalore,128.9,Offbreak
Z Khan,2015-2017,Kolkata Knight Riders,India,85.5,Medium
Kuldeep Yadav,2022-2025,Kolkata Knight Riders,India,84.4,Chinaman
K Kushagra,2024-2024,Kolkata Knight Riders,Delhi Capitals,37.5,
S Lamichhane,2018-2019,Kolkata Knight Riders,World-XI,87.7,Legbreak
AB McDonald,2009-2011,Kolkata Knight Riders,Melbourne Renegades,115.3,Medium
GD McGrath,2008-2008,Kolkata Knight Riders,Australia,52.9,Medium
MF Maharoof,2008-2010,Kolkata Knight Riders,Sri Lanka,118.7,Medium
VY Mahesh,2008-2010,Kolkata Knight Riders,Chennai Super Kings,75.9,Medium
Mandeep Singh,2022-2022,Kolkata Knight Riders,India,124.8,Orthodox
M Manhas,2008-2010,Kolkata Knight Riders,Delhi Daredevils,104.9,Offbreak
MR Marsh,2022-2024,Kolkata Knight Riders,Australia,136.5,Medium
AD Mathews,2015-2017,Kolkata Knight Riders,Sri Lanka,124.3,Medium
GJ Maxwell,2012-2018,Kolkata Knight Riders,Australia,154.9,Offbreak
BMAJ Mendis,2013-2013,Kolkata Knight Riders,Sri Lanka,111.4,Legbreak
LI Meriwala,2021-2021,Kolkata Knight Riders,Delhi Capitals,,Medium
A Mishra,2008-2021,Kolkata Knight Riders,India,89.7,Legbreak
Mohammad Asif,2008-2008,Kolkata Knight Riders,Pakistan,133.3,Medium
Mohammed Shami,2014-2018,Kolkata Knight Riders,India,103.4,Fast
JA Morkel,2015-2015,Kolkata Knight Riders,South Africa,139.2,Medium
M Morkel,2011-2013,Kolkata Knight Riders,South Africa,117.0,Fast
CH Morris,2016-2019,Kolkata Knight Riders,South Africa,146.3,Medium
Mukesh Kumar,2023-2025,Kolkata Knight Riders,India,70.8,Medium
C Munro,2018-2019,Kolkata Knight Riders,New Zealand,140.1,Medium
Mustafizur Rahman,2022-2025,Kolkata Knight Riders,Bangladesh,71.4,Medium
DJ Muthuswami,2015-2015,Kolkata Knight Riders,Delhi Daredevils,33.3,Medium
S Nadeem,2011-2018,Kolkata Knight Riders,Delhi Daredevils,56.6,Orthodox
Y Nagar,2009-2012,Kolkata Knight Riders,Delhi Daredevils,106.5,
KL Nagarkoti,2022-2022,Kolkata Knight Riders,Kolkata Knight Riders,65.8,Fast
KK Nair,2016-2025,Kolkata Knight Riders,Royal Challengers Bangalore,133.4,Offbreak
DP Nannes,2009-2010,Kolkata Knight Riders,Netherlands,90.4,Fast
T Natarajan,2025-2025,Kolkata Knight Riders,India,81.0,Medium
JDS Neesham,2014-2014,Kolkata Knight Riders,New Zealand,140.9,Medium
P Negi,2012-2016,Kolkata Knight Riders,India,124.1,Orthodox
A Nehra,2009-2013,Kolkata Knight Riders,India,68.3,Medium
V Nigam,2025-2025,Kolkata Knight Riders,Delhi Capitals,188.2,Legbreak
A Nortje,2020-2024,Kolkata Knight Riders,South Africa,95.0,Fast
NV Ojha,2011-2018,Kolkata Knight Riders,India,116.4,
MK Pandey,2023-2023,Kolkata Knight Riders,India,122.0,Offbreak
RR Pant,2016-2024,Kolkata Knight Riders,India,141.8,
WD Parnell,2014-2014,Kolkata Knight Riders,South Africa,114.8,Medium
AR Patel,2019-2025,Kolkata Knight Riders,India,135.9,Orthodox
HV Patel,2018-2020,Kolkata Knight Riders,India,124.6,Medium
RV Patel,2021-2023,Kolkata Knight Riders,Delhi Capitals,128.6,Medium
IK Pathan,2011-2013,Kolkata Knight Riders,India,117.8,Medium
KMA Paul,2019-2019,Kolkata Knight Riders,West Indies,125.3,Medium
KP Pietersen,2012-2014,Kolkata Knight Riders,England,134.9,Offbreak
LE Plunkett,2018-2018,Kolkata Knight Riders,England,130.3,Medium
R Powell,2022-2023,Kolkata Knight Riders,West Indies,141.4,Medium
K Rabada,2017-2021,Kolkata Knight Riders,South Africa,109.2,Fast
AM Rahane,2020-2021,Kolkata Knight Riders,India,125.0,Medium
KL Rahul,2025-2025,Kolkata Knight Riders,India,136.8,
Rasikh Salam,2024-2024,Kolkata Knight Riders,Mumbai Indians,95.7,Medium
JA Richardson,2024-2024,Kolkata Knight Riders,Australia,110.4,Fast
BJ Rohrer,2013-2013,Kolkata Knight Riders,Australia,131.0,
RR Rossouw,2023-2023,Kolkata Knight Riders,South Africa,147.9,Offbreak
JJ Roy,2018-2018,Kolkata Knight Riders,England,140.0,
AD Russell,2012-2013,Kolkata Knight Riders,West Indies,167.6,Fast
SE Rutherford,2019-2019,Kolkata Knight Riders,West Indies,138.4,Medium
C Sakariya,2022-2023,Kolkata Knight Riders,India,62.5,Medium
PD Salt,2023-2023,Kolkata Knight Riders,England,155.9,Offbreak
AM Salvi,2009-2011,Kolkata Knight Riders,Delhi Daredevils,,Medium
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Chennai Super Kings,136.9,Offbreak
DR Sams,2020-2020,Kolkata Knight Riders,Australia,151.6,Medium
SV Samson,2016-2017,Kolkata Knight Riders,India,140.3,
MN Samuels,2017-2017,Kolkata Knight Riders,West Indies,118.0,Offbreak
GS Sandhu,2015-2015,Kolkata Knight Riders,Sydney Thunder,91.1,Medium
PJ Sangwan,2008-2010,Kolkata Knight Riders,Delhi Daredevils,64.4,Medium
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Afghanistan,123.7,
V Sehwag,2008-2013,Kolkata Knight Riders,India,151.5,Offbreak
TL Seifert,2022-2022,Kolkata Knight Riders,New Zealand,135.0,
V Shankar,2018-2018,Kolkata Knight Riders,India,131.0,Medium
AR Sharma,2025-2025,Kolkata Knight Riders,Punjab Kings,163.5,
I Sharma,2019-2024,Kolkata Knight Riders,India,83.3,Medium
MM Sharma,2020-2025,Kolkata Knight Riders,India,95.4,Medium
R Sharma,2014-2014,Kolkata Knight Riders,India,115.6,Legbreak
PP Shaw,2018-2024,Kolkata Knight Riders,India,151.6,Offbreak
Shoaib Malik,2008-2008,Kolkata Knight Riders,Pakistan,125.2,Offbreak
LR Shukla,2014-2014,Kolkata Knight Riders,Kolkata Knight Riders,115.7,Medium
R Shukla,2014-2014,Kolkata Knight Riders,Rajasthan Royals,80.8,Medium
SPD Smith,2021-2021,Kolkata Knight Riders,Australia,130.6,Legbreak
S Sriram,2011-2011,Kolkata Knight Riders,Royal Challengers Bangalore,86.1,
MA Starc,2025-2025,Kolkata Knight Riders,Australia,94.5,Fast
MP Stoinis,2020-2021,Kolkata Knight Riders,Australia,137.1,Medium
T Stubbs,2024-2025,Kolkata Knight Riders,South Africa,144.2,Offbreak
J Suchith,2019-2019,Kolkata Knight Riders,Mumbai Indians,124.4,Orthodox
Sumit Kumar,2024-2024,Kolkata Knight Riders,Delhi Capitals,136.0,Medium
AP Tare,2017-2017,Kolkata Knight Riders,Mumbai Indians,123.5,
LRPL Taylor,2012-2014,Kolkata Knight Riders,New Zealand,121.3,Offbreak
R Tewatia,2018-2019,Kolkata Knight Riders,Rajasthan Royals,137.3,Legbreak
SN Thakur,2022-2022,Kolkata Knight Riders,India,145.4,Medium
M Tiwari,2025-2025,Kolkata Knight Riders,Delhi Capitals,75.0,
MK Tiwary,2008-2015,Kolkata Knight Riders,India,114.9,Legbreak
SS Tiwary,2015-2015,Kolkata Knight Riders,Mumbai Indians,120.5,
JD Unadkat,2014-2015,Kolkata Knight Riders,India,117.9,Medium
RE van der Merwe,2011-2013,Kolkata Knight Riders,South Africa,134.9,Orthodox
Y Venugopal Rao,2011-2013,Kolkata Knight Riders,Deccan Chargers,119.6,Offbreak
DL Vettori,2008-2010,Kolkata Knight Riders,New Zealand,110.0,Orthodox
GH Vihari,2019-2019,Kolkata Knight Riders,Sunrisers Hyderabad,97.7,Offbreak
M Vijay,2014-2014,Kolkata Knight Riders,India,124.9,Offbreak
MS Wade,2011-2011,Kolkata Knight Riders,Australia,137.4,
DA Warner,2009-2024,Kolkata Knight Riders,Australia,139.9,Legbreak
LB Williams,2024-2024,Kolkata Knight Riders,South Africa,57.4,Medium
CR Woakes,2021-2021,Kolkata Knight Riders,England,125.9,Medium
J Yadav,2015-2017,Kolkata Knight Riders,Delhi Daredevils,104.9,Offbreak
Lalit Yadav,2021-2024,Kolkata Knight Riders,Delhi Capitals,122.1,Offbreak
UT Yadav,2010-2013,Kolkata Knight Riders,India,102.2,Fast
Yuvraj Singh,2015-2015,Kolkata Knight Riders,India,131.5,Orthodox
VR Aaron,2022-2022,Lucknow Super Giants,Delhi Daredevils,74.7,Fast
Arshad Khan,2025-2025,Lucknow Super Giants,Mumbai Indians,128.4,Medium
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Afghanistan,130.8,Medium
JC Buttler,2025-2025,Lucknow Super Giants,England,147.0,
G Coetzee,2025-2025,Lucknow Super Giants,South Africa,101.5,Fast
LH Ferguson,2022-2022,Lucknow Super Giants,New Zealand,116.2,Fast
SH Johnson,2024-2024,Lucknow Super Giants,Australia,111.0,Fast
AS Joseph,2022-2023,Lucknow Super Giants,West Indies,107.1,Medium
Karim Janat,2025-2025,Lucknow Super Giants,Afghanistan,132.0,Medium
Kartik Tyagi,2024-2024,Lucknow Super Giants,Rajasthan Royals,81.2,Medium
K Khejroliya,2025-2025,Lucknow Super Giants,Royal Challengers Bangalore,,Medium
JB Little,2023-2024,Lucknow Super Giants,Ireland,82.3,Fast
A Manohar,2022-2024,Lucknow Super Giants,Gujarat Titans,136.7,Legbreak
BKG Mendis,2025-2025,Lucknow Super Giants,Sri Lanka,135.4,Legbreak
DA Miller,2022-2024,Lucknow Super Giants,South Africa,137.5,Offbreak
Mohammed Shami,2022-2023,Lucknow Super Giants,India,103.4,Fast
Mohammed Siraj,2025-2025,Lucknow Super Giants,India,90.6,Medium
DG Nalkande,2022-2024,Lucknow Super Giants,Gujarat Titans,101.5,Medium
Noor Ahmad,2023-2024,Lucknow Super Giants,Afghanistan,95.8,Chinaman
HH Pandya,2022-2023,Lucknow Super Giants,India,144.1,Medium
M Prasidh Krishna,2025-2025,Lucknow Super Giants,India,34.5,Medium
K Rabada,2025-2025,Lucknow Super Giants,South Africa,109.2,Fast
Rashid Khan,2022-2025,Lucknow Super Giants,Afghanistan,142.2,Legbreak
SE Rutherford,2025-2025,Lucknow Super Giants,West Indies,138.4,Medium
WP Saha,2022-2024,Lucknow Super Giants,Chennai Super Kings,125.5,
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Gujarat Titans,145.3,Legbreak
R Sai Kishore,2022-2025,Lucknow Super Giants,India,123.7,Orthodox
S Sandeep Warrier,2024-2024,Lucknow Super Giants,India,60.0,Medium
PJ Sangwan,2022-2022,Lucknow Super Giants,Delhi Daredevils,64.4,Medium
M Shahrukh Khan,2024-2025,Lucknow Super Giants,Punjab Kings,155.0,Offbreak
MD Shanaka,2023-2023,Lucknow Super Giants,Sri Lanka,132.4,Medium
V Shankar,2022-2024,Lucknow Super Giants,India,131.0,Medium
BR Sharath,2024-2024,Lucknow Super Giants,Gujarat Titans,83.3,
I Sharma,2025-2025,Lucknow Super Giants,India,83.3,Medium
MM Sharma,2023-2024,Lucknow Super Giants,India,95.4,Medium
Shubman Gill,2022-2025,Lucknow Super Giants,India,139.4,Offbreak
MJ Suthar,2024-2024,Lucknow Super Giants,Gujarat Titans,33.3,Orthodox
R Tewatia,2022-2025,Lucknow Super Giants,Rajasthan Royals,137.3,Legbreak
MS Wade,2022-2024,Lucknow Super Giants,Australia,137.4,
Washington Sundar,2025-2025,Lucknow Super Giants,India,128.9,Offbreak
KS Williamson,2023-2024,Lucknow Super Giants,New Zealand,125.3,Offbreak
J Yadav,2023-2023,Lucknow Super Giants,Delhi Daredevils,104.9,Offbreak
UT Yadav,2024-2024,Lucknow Super Giants,India,102.2,Fast
Yash Dayal,2022-2023,Lucknow Super Giants,Gujarat Titans,50.0,Medium
VR Aaron,2019-2020,Mumbai Indians,Delhi Daredevils,74.7,Fast
Abdul Basith,2023-2023,Mumbai Indians,Rajasthan Royals,134.0,Offbreak
Akash Singh,2021-2021,Mumbai Indians,Rajasthan Royals,89.3,Medium
Ankit Sharma,2014-2018,Mumbai Indians,Deccan Chargers,113.1,Orthodox
Anuj Rawat,2021-2021,Mumbai Indians,Rajasthan Royals,126.5,
Anureet Singh,2018-2018,Mumbai Indians,Kings XI Punjab,91.2,Medium
JC Archer,2018-2025,Mumbai Indians,England,138.3,Fast
M Ashwin,2023-2023,Mumbai Indians,Rising Pune Supergiants,106.0,Legbreak
R Ashwin,2022-2024,Mumbai Indians,India,129.8,Offbreak
KM Asif,2023-2023,Mumbai Indians,Chennai Super Kings,0.0,Medium
SA Asnodkar,2008-2011,Mumbai Indians,Rajasthan Royals,124.8,Offbreak
Avesh Khan,2024-2024,Mumbai Indians,India,147.6,Medium
S Badree,2013-2013,Mumbai Indians,West Indies,80.6,Legbreak
R Bhatia,2014-2015,Mumbai Indians,Delhi Daredevils,113.3,Medium
STR Binny,2011-2019,Mumbai Indians,India,130.9,Medium
J Botha,2009-2012,Mumbai Indians,South Africa,117.6,Offbreak
TA Boult,2022-2024,Mumbai Indians,New Zealand,116.7,Medium
N Burger,2024-2024,Mumbai Indians,South Africa,54.4,Medium
JC Buttler,2018-2024,Mumbai Indians,England,147.0,
LA Carseldine,2009-2009,Mumbai Indians,Rajasthan Royals,119.1,Medium
YS Chahal,2022-2024,Mumbai Indians,India,45.7,Legbreak
UBT Chand,2014-2014,Mumbai Indians,Melbourne Renegades,109.3,Offbreak
A Chandila,2012-2013,Mumbai Indians,Rajasthan Royals,57.1,Offbreak
AA Chavan,2011-2013,Mumbai Indians,Rajasthan Royals,109.1,Orthodox
SD Chitnis,2009-2009,Mumbai Indians,Mumbai Indians,111.2,Offbreak
P Chopra,2018-2019,Mumbai Indians,Rajasthan Royals,112.2,Legbreak
KK Cooper,2012-2014,Mumbai Indians,Chittagong Kings,143.3,Medium
NM Coulter-Nile,2022-2022,Mumbai Indians,Australia,132.2,Fast
TK Curran,2020-2020,Mumbai Indians,England,143.5,Medium
BCJ Cutting,2014-2014,Mumbai Indians,Australia,145.6,Medium
TU Deshpande,2025-2025,Mumbai Indians,India,118.2,Medium
P Dogra,2010-2010,Mumbai Indians,Rajasthan Royals,110.5,Legbreak
AP Dole,2010-2010,Mumbai Indians,Rajasthan Royals,154.5,Medium
ND Doshi,2011-2011,Mumbai Indians,Royal Challengers Bangalore,0.0,Orthodox
R Dravid,2011-2013,Mumbai Indians,India,113.9,Offbreak
S Dube,2021-2021,Mumbai Indians,India,141.7,Medium
SB Dubey,2024-2025,Mumbai Indians,Rajasthan Royals,149.3,Offbreak
JP Faulkner,2013-2015,Mumbai Indians,Australia,126.6,Medium
FY Fazal,2010-2011,Mumbai Indians,Rajasthan Royals,105.8,
Fazalhaq Farooqi,2025-2025,Mumbai Indians,Afghanistan,59.3,Medium
D Ferreira,2024-2024,Mumbai Indians,South Africa,173.2,Offbreak
AJ Finch,2010-2010,Mumbai Indians,Australia,138.1,Orthodox
S Gopal,2018-2021,Mumbai Indians,Mumbai Indians,111.9,Legbreak
SP Goswami,2012-2012,Mumbai Indians,Kolkata Knight Riders,107.3,
K Gowtham,2018-2019,Mumbai Indians,Rajasthan Royals,172.8,Offbreak
Harmeet Singh,2013-2013,Mumbai Indians,United States of America,122.9,Medium
SM Harwood,2009-2009,Mumbai Indians,Australia,102.6,Medium
PW Hasaranga,2025-2025,Mumbai Indians,Sri Lanka,144.5,Legbreak
T Henderson,2009-2009,Mumbai Indians,South Africa,61.1,Medium
SO Hetmyer,2022-2025,Mumbai Indians,West Indies,142.4,Legbreak
BJ Hodge,2012-2014,Mumbai Indians,Australia,130.3,Offbreak
GB Hogg,2012-2013,Mumbai Indians,Australia,104.3,Chinaman
JO Holder,2023-2023,Mumbai Indians,West Indies,136.8,Medium
DJ Hooda,2015-2015,Mumbai Indians,India,133.5,Offbreak
Iqbal Abdulla,2014-2014,Mumbai Indians,Kolkata Knight Riders,113.8,Orthodox
RA Jadeja,2008-2009,Mumbai Indians,India,130.6,Orthodox
YBK Jaiswal,2020-2025,Mumbai Indians,India,151.8,Legbreak
AA Jhunjhunwala,2010-2010,Mumbai Indians,Rajasthan Royals,103.3,Offbreak
DC Jurel,2023-2025,Mumbai Indians,India,149.1,
M Kaif,2008-2008,Mumbai Indians,Royal Challengers Bangalore,104.1,Offbreak
Kamran Akmal,2008-2008,Mumbai Indians,Pakistan,131.5,
Kamran Khan,2009-2010,Mumbai Indians,Qatar,122.8,Medium
K Kartikeya,2025-2025,Mumbai Indians,Mumbai Indians,68.4,Orthodox
