Player,Span,Team,Record Type
Bipul Sharma,2015-2017,Gujarat Lions,Batting
RS Bopara,2015-2015,Gujarat Lions,Batting
TA Boult,2015-2016,Gujarat Lions,Batting
CR Brathwaite,2018-2018,Gujarat Lions,Batting
HC Brook,2023-2023,Gujarat Lions,Batting
RD Chahar,2025-2025,Gujarat Lions,Batting
PJ Cummins,2024-2025,Gujarat Lions,Batting
BCJ Cutting,2016-2017,Gujarat Lions,Batting
MJ Dagar,2023-2023,Gujarat Lions,Batting
Q de Kock,2013-2013,Gujarat Lions,Batting
S Dhawan,2013-2018,Gujarat Lions,Batting
HS Dubey,2025-2025,Gujarat Lions,Batting
Fazalhaq Farooqi,2022-2023,Gujarat Lions,Batting
AJ Finch,2014-2014,Gujarat Lions,Batting
PK Garg,2020-2022,Gujarat Lions,Batting
S Gopal,2022-2022,Gujarat Lions,Batting
SP Goswami,2018-2020,Gujarat Lions,Batting
MJ Guptill,2019-2019,Gujarat Lions,Batting
AD Hales,2018-2018,Gujarat Lions,Batting
TM Head,2024-2025,Gujarat Lions,Batting
MC Henriques,2014-2017,Gujarat Lions,Batting
JO Holder,2014-2021,Gujarat Lions,Batting
DJ Hooda,2016-2019,Gujarat Lions,Batting
AJ Hosein,2023-2023,Gujarat Lions,Batting
Ishan Kishan,2025-2025,Gujarat Lions,Batting
KM Jadhav,2021-2021,Gujarat Lions,Batting
M Jansen,2022-2024,Gujarat Lions,Batting
CJ Jordan,2017-2018,Gujarat Lions,Batting
Kartik Tyagi,2022-2023,Gujarat Lions,Batting
S Kaul,2017-2021,Gujarat Lions,Batting
H Klaasen,2023-2025,Gujarat Lions,Batting
B Kumar,2014-2024,Gujarat Lions,Batting
P Kumar,2015-2015,Gujarat Lions,Batting
E Malinga,2025-2025,Gujarat Lions,Batting
A Manohar,2025-2025,Gujarat Lions,Batting
M Markande,2023-2024,Gujarat Lions,Batting
AK Markram,2022-2024,Gujarat Lions,Batting
MR Marsh,2020-2020,Gujarat Lions,Batting
PHKD Mendis,2025-2025,Gujarat Lions,Batting
A Mishra,2013-2014,Gujarat Lions,Batting
Mohammad Nabi,2017-2021,Gujarat Lions,Batting
Mohammed Shami,2025-2025,Gujarat Lions,Batting
Mohammed Siraj,2017-2017,Gujarat Lions,Batting
EJG Morgan,2015-2016,Gujarat Lions,Batting
Mujeeb Ur Rahman,2021-2021,Gujarat Lions,Batting
PWA Mulder,2025-2025,Gujarat Lions,Batting
Mustafizur Rahman,2016-2017,Gujarat Lions,Batting
S Nadeem,2019-2021,Gujarat Lions,Batting
T Natarajan,2020-2024,Gujarat Lions,Batting
A Nehra,2016-2017,Gujarat Lions,Batting
K Nitish Kumar Reddy,2023-2025,Gujarat Lions,Batting
NV Ojha,2014-2017,Gujarat Lions,Batting
MK Pandey,2018-2021,Gujarat Lions,Batting
Parvez Rasool,2014-2015,Gujarat Lions,Batting
HV Patel,2025-2025,Gujarat Lions,Batting
PA Patel,2013-2013,Gujarat Lions,Batting
IK Pathan,2014-2014,Gujarat Lions,Batting
YK Pathan,2018-2019,Gujarat Lions,Batting
NLTC Perera,2013-2013,Gujarat Lions,Batting
GD Phillips,2023-2023,Gujarat Lions,Batting
N Pooran,2022-2022,Gujarat Lions,Batting
KL Rahul,2014-2015,Gujarat Lions,Batting
AU Rashid,2023-2023,Gujarat Lions,Batting
Rashid Khan,2017-2021,Gujarat Lions,Batting
DB Ravi Teja,2013-2013,Gujarat Lions,Batting
PA Reddy,2013-2013,Gujarat Lions,Batting
JJ Roy,2021-2021,Gujarat Lions,Batting
Sachin Baby,2025-2025,Gujarat Lions,Batting
WP Saha,2018-2021,Gujarat Lions,Batting
Shahbaz Ahmed,2024-2024,Gujarat Lions,Batting
BB Samantray,2013-2013,Gujarat Lions,Batting
DJG Sammy,2013-2014,Gujarat Lions,Batting
Sandeep Sharma,2018-2021,Gujarat Lions,Batting
KC Sangakkara,2013-2013,Gujarat Lions,Batting
Sanvir Singh,2023-2024,Gujarat Lions,Batting
V Shankar,2017-2021,Gujarat Lions,Batting
Shakib Al Hasan,2018-2019,Gujarat Lions,Batting
I Sharma,2013-2015,Gujarat Lions,Batting
KV Sharma,2013-2016,Gujarat Lions,Batting
Shashank Singh,2022-2022,Gujarat Lions,Batting
R Shepherd,2022-2022,Gujarat Lions,Batting
Simarjeet Singh,2025-2025,Gujarat Lions,Batting
BB Sran,2016-2017,Gujarat Lions,Batting
B Stanlake,2018-2018,Gujarat Lions,Batting
DW Steyn,2013-2015,Gujarat Lions,Batting
J Suchith,2021-2022,Gujarat Lions,Batting
A Taide,2025-2025,Gujarat Lions,Batting
AP Tare,2016-2016,Gujarat Lions,Batting
X Thalaivan Sargunam,2013-2013,Gujarat Lions,Batting
RA Tripathi,2022-2024,Gujarat Lions,Batting
Umran Malik,2021-2024,Gujarat Lions,Batting
JD Unadkat,2024-2025,Gujarat Lions,Batting
Y Venugopal Rao,2014-2014,Gujarat Lions,Batting
AU Verma,2025-2025,Gujarat Lions,Batting
GH Vihari,2013-2015,Gujarat Lions,Batting
Virat Singh,2021-2021,Gujarat Lions,Batting
Vivrant Sharma,2023-2023,Gujarat Lions,Batting
V Viyaskanth,2024-2024,Gujarat Lions,Batting
DA Warner,2014-2021,Gujarat Lions,Batting
Washington Sundar,2022-2024,Gujarat Lions,Batting
CL White,2013-2013,Gujarat Lions,Batting
KS Williamson,2015-2022,Gujarat Lions,Batting
Yuvraj Singh,2016-2017,Gujarat Lions,Batting
A Zampa,2025-2025,Gujarat Lions,Batting
Zeeshan Ansari,2025-2025,Gujarat Lions,Batting
SA Abbott,2022-2022,Gujarat Lions,Bowling
Abdul Samad,2020-2024,Gujarat Lions,Bowling
Abhishek Sharma,2019-2025,Gujarat Lions,Bowling
MA Agarwal,2023-2024,Gujarat Lions,Bowling
KK Ahmed,2018-2021,Gujarat Lions,Bowling
Anand Rajan,2013-2013,Gujarat Lions,Bowling
S Anirudha,2014-2014,Gujarat Lions,Bowling
Ankit Sharma,2013-2013,Gujarat Lions,Bowling
Anmolpreet Singh,2023-2024,Gujarat Lions,Bowling
A Ashish Reddy,2013-2016,Gujarat Lions,Bowling
JM Bairstow,2019-2021,Gujarat Lions,Bowling
Basil Thampi,2018-2020,Gujarat Lions,Bowling
RK Bhui,2018-2019,Gujarat Lions,Bowling
Bipul Sharma,2015-2017,Gujarat Lions,Bowling
RS Bopara,2015-2015,Gujarat Lions,Bowling
TA Boult,2015-2016,Gujarat Lions,Bowling
CR Brathwaite,2018-2018,Gujarat Lions,Bowling
HC Brook,2023-2023,Gujarat Lions,Bowling
RD Chahar,2025-2025,Gujarat Lions,Bowling
PJ Cummins,2024-2025,Gujarat Lions,Bowling
BCJ Cutting,2016-2017,Gujarat Lions,Bowling
MJ Dagar,2023-2023,Gujarat Lions,Bowling
Q de Kock,2013-2013,Gujarat Lions,Bowling
S Dhawan,2013-2018,Gujarat Lions,Bowling
HS Dubey,2025-2025,Gujarat Lions,Bowling
Fazalhaq Farooqi,2022-2023,Gujarat Lions,Bowling
AJ Finch,2014-2014,Gujarat Lions,Bowling
PK Garg,2020-2022,Gujarat Lions,Bowling
S Gopal,2022-2022,Gujarat Lions,Bowling
SP Goswami,2018-2020,Gujarat Lions,Bowling
MJ Guptill,2019-2019,Gujarat Lions,Bowling
AD Hales,2018-2018,Gujarat Lions,Bowling
TM Head,2024-2025,Gujarat Lions,Bowling
MC Henriques,2014-2017,Gujarat Lions,Bowling
JO Holder,2014-2021,Gujarat Lions,Bowling
DJ Hooda,2016-2019,Gujarat Lions,Bowling
AJ Hosein,2023-2023,Gujarat Lions,Bowling
Ishan Kishan,2025-2025,Gujarat Lions,Bowling
KM Jadhav,2021-2021,Gujarat Lions,Bowling
M Jansen,2022-2024,Gujarat Lions,Bowling
CJ Jordan,2017-2018,Gujarat Lions,Bowling
Kartik Tyagi,2022-2023,Gujarat Lions,Bowling
S Kaul,2017-2021,Gujarat Lions,Bowling
H Klaasen,2023-2025,Gujarat Lions,Bowling
B Kumar,2014-2024,Gujarat Lions,Bowling
P Kumar,2015-2015,Gujarat Lions,Bowling
E Malinga,2025-2025,Gujarat Lions,Bowling
A Manohar,2025-2025,Gujarat Lions,Bowling
M Markande,2023-2024,Gujarat Lions,Bowling
AK Markram,2022-2024,Gujarat Lions,Bowling
MR Marsh,2020-2020,Gujarat Lions,Bowling
PHKD Mendis,2025-2025,Gujarat Lions,Bowling
A Mishra,2013-2014,Gujarat Lions,Bowling
Mohammad Nabi,2017-2021,Gujarat Lions,Bowling
Mohammed Shami,2025-2025,Gujarat Lions,Bowling
Mohammed Siraj,2017-2017,Gujarat Lions,Bowling
EJG Morgan,2015-2016,Gujarat Lions,Bowling
Mujeeb Ur Rahman,2021-2021,Gujarat Lions,Bowling
PWA Mulder,2025-2025,Gujarat Lions,Bowling
Mustafizur Rahman,2016-2017,Gujarat Lions,Bowling
S Nadeem,2019-2021,Gujarat Lions,Bowling
T Natarajan,2020-2024,Gujarat Lions,Bowling
A Nehra,2016-2017,Gujarat Lions,Bowling
K Nitish Kumar Reddy,2023-2025,Gujarat Lions,Bowling
NV Ojha,2014-2017,Gujarat Lions,Bowling
MK Pandey,2018-2021,Gujarat Lions,Bowling
Parvez Rasool,2014-2015,Gujarat Lions,Bowling
HV Patel,2025-2025,Gujarat Lions,Bowling
PA Patel,2013-2013,Gujarat Lions,Bowling
IK Pathan,2014-2014,Gujarat Lions,Bowling
YK Pathan,2018-2019,Gujarat Lions,Bowling
NLTC Perera,2013-2013,Gujarat Lions,Bowling
GD Phillips,2023-2023,Gujarat Lions,Bowling
N Pooran,2022-2022,Gujarat Lions,Bowling
KL Rahul,2014-2015,Gujarat Lions,Bowling
AU Rashid,2023-2023,Gujarat Lions,Bowling
Rashid Khan,2017-2021,Gujarat Lions,Bowling
DB Ravi Teja,2013-2013,Gujarat Lions,Bowling
PA Reddy,2013-2013,Gujarat Lions,Bowling
JJ Roy,2021-2021,Gujarat Lions,Bowling
Sachin Baby,2025-2025,Gujarat Lions,Bowling
WP Saha,2018-2021,Gujarat Lions,Bowling
Shahbaz Ahmed,2024-2024,Gujarat Lions,Bowling
BB Samantray,2013-2013,Gujarat Lions,Bowling
DJG Sammy,2013-2014,Gujarat Lions,Bowling
Sandeep Sharma,2018-2021,Gujarat Lions,Bowling
KC Sangakkara,2013-2013,Gujarat Lions,Bowling
Sanvir Singh,2023-2024,Gujarat Lions,Bowling
V Shankar,2017-2021,Gujarat Lions,Bowling
Shakib Al Hasan,2018-2019,Gujarat Lions,Bowling
I Sharma,2013-2015,Gujarat Lions,Bowling
KV Sharma,2013-2016,Gujarat Lions,Bowling
Shashank Singh,2022-2022,Gujarat Lions,Bowling
R Shepherd,2022-2022,Gujarat Lions,Bowling
Simarjeet Singh,2025-2025,Gujarat Lions,Bowling
BB Sran,2016-2017,Gujarat Lions,Bowling
B Stanlake,2018-2018,Gujarat Lions,Bowling
DW Steyn,2013-2015,Gujarat Lions,Bowling
J Suchith,2021-2022,Gujarat Lions,Bowling
A Taide,2025-2025,Gujarat Lions,Bowling
AP Tare,2016-2016,Gujarat Lions,Bowling
X Thalaivan Sargunam,2013-2013,Gujarat Lions,Bowling
RA Tripathi,2022-2024,Gujarat Lions,Bowling
Umran Malik,2021-2024,Gujarat Lions,Bowling
JD Unadkat,2024-2025,Gujarat Lions,Bowling
Y Venugopal Rao,2014-2014,Gujarat Lions,Bowling
AU Verma,2025-2025,Gujarat Lions,Bowling
GH Vihari,2013-2015,Gujarat Lions,Bowling
Virat Singh,2021-2021,Gujarat Lions,Bowling
Vivrant Sharma,2023-2023,Gujarat Lions,Bowling
V Viyaskanth,2024-2024,Gujarat Lions,Bowling
DA Warner,2014-2021,Gujarat Lions,Bowling
Washington Sundar,2022-2024,Gujarat Lions,Bowling
CL White,2013-2013,Gujarat Lions,Bowling
KS Williamson,2015-2022,Gujarat Lions,Bowling
Yuvraj Singh,2016-2017,Gujarat Lions,Bowling
A Zampa,2025-2025,Gujarat Lions,Bowling
Zeeshan Ansari,2025-2025,Gujarat Lions,Bowling
Abdul Samad,2025-2025,Gujarat Titans,Batting
Akash Deep,2025-2025,Gujarat Titans,Batting
Akash Singh,2025-2025,Gujarat Titans,Batting
Arshad Khan,2024-2024,Gujarat Titans,Batting
Avesh Khan,2022-2025,Gujarat Titans,Batting
A Badoni,2022-2025,Gujarat Titans,Batting
MP Breetzke,2025-2025,Gujarat Titans,Batting
PVD Chameera,2022-2022,Gujarat Titans,Batting
Q de Kock,2022-2024,Gujarat Titans,Batting
K Gowtham,2022-2024,Gujarat Titans,Batting
MJ Henry,2024-2024,Gujarat Titans,Batting
Himmat Singh,2025-2025,Gujarat Titans,Batting
JO Holder,2022-2022,Gujarat Titans,Batting
DJ Hooda,2022-2024,Gujarat Titans,Batting
S Joseph,2024-2024,Gujarat Titans,Batting
AA Kulkarni,2024-2024,Gujarat Titans,Batting
E Lewis,2022-2022,Gujarat Titans,Batting
PN Mankad,2023-2023,Gujarat Titans,Batting
AK Markram,2025-2025,Gujarat Titans,Batting
MR Marsh,2025-2025,Gujarat Titans,Batting
KR Mayers,2023-2023,Gujarat Titans,Batting
DA Miller,2025-2025,Gujarat Titans,Batting
A Mishra,2023-2024,Gujarat Titans,Batting
Mohsin Khan,2022-2024,Gujarat Titans,Batting
Naveen-ul-Haq,2023-2024,Gujarat Titans,Batting
W O'Rourke,2025-2025,Gujarat Titans,Batting
D Padikkal,2024-2024,Gujarat Titans,Batting
MK Pandey,2022-2022,Gujarat Titans,Batting
KH Pandya,2022-2024,Gujarat Titans,Batting
RR Pant,2025-2025,Gujarat Titans,Batting
N Pooran,2023-2025,Gujarat Titans,Batting
Prince Yadav,2025-2025,Gujarat Titans,Batting
KL Rahul,2022-2024,Gujarat Titans,Batting
DS Rathi,2025-2025,Gujarat Titans,Batting
Ravi Bishnoi,2022-2025,Gujarat Titans,Batting
Shahbaz Ahmed,2025-2025,Gujarat Titans,Batting
KS Sharma,2022-2023,Gujarat Titans,Batting
R Shepherd,2023-2023,Gujarat Titans,Batting
M Siddharth,2024-2025,Gujarat Titans,Batting
MP Stoinis,2022-2024,Gujarat Titans,Batting
Swapnil Singh,2023-2023,Gujarat Titans,Batting
SN Thakur,2025-2025,Gujarat Titans,Batting
Yash Thakur,2023-2024,Gujarat Titans,Batting
AJ Turner,2024-2024,Gujarat Titans,Batting
AJ Tye,2022-2022,Gujarat Titans,Batting
JD Unadkat,2023-2023,Gujarat Titans,Batting
M Vohra,2022-2023,Gujarat Titans,Batting
MA Wood,2023-2023,Gujarat Titans,Batting
MP Yadav,2024-2025,Gujarat Titans,Batting
Yudhvir Singh,2023-2024,Gujarat Titans,Batting
Abdul Samad,2025-2025,Gujarat Titans,Bowling
Akash Deep,2025-2025,Gujarat Titans,Bowling
Akash Singh,2025-2025,Gujarat Titans,Bowling
Arshad Khan,2024-2024,Gujarat Titans,Bowling
Avesh Khan,2022-2025,Gujarat Titans,Bowling
A Badoni,2022-2025,Gujarat Titans,Bowling
MP Breetzke,2025-2025,Gujarat Titans,Bowling
PVD Chameera,2022-2022,Gujarat Titans,Bowling
Q de Kock,2022-2024,Gujarat Titans,Bowling
K Gowtham,2022-2024,Gujarat Titans,Bowling
MJ Henry,2024-2024,Gujarat Titans,Bowling
Himmat Singh,2025-2025,Gujarat Titans,Bowling
JO Holder,2022-2022,Gujarat Titans,Bowling
DJ Hooda,2022-2024,Gujarat Titans,Bowling
S Joseph,2024-2024,Gujarat Titans,Bowling
AA Kulkarni,2024-2024,Gujarat Titans,Bowling
E Lewis,2022-2022,Gujarat Titans,Bowling
PN Mankad,2023-2023,Gujarat Titans,Bowling
AK Markram,2025-2025,Gujarat Titans,Bowling
MR Marsh,2025-2025,Gujarat Titans,Bowling
KR Mayers,2023-2023,Gujarat Titans,Bowling
DA Miller,2025-2025,Gujarat Titans,Bowling
A Mishra,2023-2024,Gujarat Titans,Bowling
Mohsin Khan,2022-2024,Gujarat Titans,Bowling
Naveen-ul-Haq,2023-2024,Gujarat Titans,Bowling
W O'Rourke,2025-2025,Gujarat Titans,Bowling
D Padikkal,2024-2024,Gujarat Titans,Bowling
MK Pandey,2022-2022,Gujarat Titans,Bowling
KH Pandya,2022-2024,Gujarat Titans,Bowling
RR Pant,2025-2025,Gujarat Titans,Bowling
N Pooran,2023-2025,Gujarat Titans,Bowling
Prince Yadav,2025-2025,Gujarat Titans,Bowling
KL Rahul,2022-2024,Gujarat Titans,Bowling
DS Rathi,2025-2025,Gujarat Titans,Bowling
Ravi Bishnoi,2022-2025,Gujarat Titans,Bowling
Shahbaz Ahmed,2025-2025,Gujarat Titans,Bowling
KS Sharma,2022-2023,Gujarat Titans,Bowling
R Shepherd,2023-2023,Gujarat Titans,Bowling
M Siddharth,2024-2025,Gujarat Titans,Bowling
MP Stoinis,2022-2024,Gujarat Titans,Bowling
Swapnil Singh,2023-2023,Gujarat Titans,Bowling
SN Thakur,2025-2025,Gujarat Titans,Bowling
Yash Thakur,2023-2024,Gujarat Titans,Bowling
AJ Turner,2024-2024,Gujarat Titans,Bowling
AJ Tye,2022-2022,Gujarat Titans,Bowling
JD Unadkat,2023-2023,Gujarat Titans,Bowling
M Vohra,2022-2023,Gujarat Titans,Bowling
MA Wood,2023-2023,Gujarat Titans,Bowling
MP Yadav,2024-2025,Gujarat Titans,Bowling
Yudhvir Singh,2023-2024,Gujarat Titans,Bowling
P Amarnath,2008-2008,Kings XI Punjab,Batting
KK Ahmed,2025-2025,Kings XI Punjab,Batting
Akash Singh,2023-2023,Kings XI Punjab,Batting
MM Ali,2021-2024,Kings XI Punjab,Batting
S Anirudha,2008-2013,Kings XI Punjab,Batting
KB Arun Karthik,2010-2010,Kings XI Punjab,Batting
R Ashwin,2009-2025,Kings XI Punjab,Batting
KM Asif,2018-2021,Kings XI Punjab,Batting
S Badree,2014-2014,Kings XI Punjab,Batting
S Badrinath,2008-2013,Kings XI Punjab,Batting
GJ Bailey,2009-2010,Kings XI Punjab,Batting
L Balaji,2008-2010,Kings XI Punjab,Batting
SW Billings,2018-2019,Kings XI Punjab,Batting
DE Bollinger,2010-2012,Kings XI Punjab,Batting
DJ Bravo,2011-2022,Kings XI Punjab,Batting
D Brevis,2025-2025,Kings XI Punjab,Batting
DL Chahar,2018-2024,Kings XI Punjab,Batting
PP Chawla,2020-2020,Kings XI Punjab,Batting
DP Conway,2022-2025,Kings XI Punjab,Batting
SM Curran,2020-2025,Kings XI Punjab,Batting
TU Deshpande,2022-2024,Kings XI Punjab,Batting
MS Dhoni,2008-2025,Kings XI Punjab,Batting
S Dube,2022-2025,Kings XI Punjab,Batting
F du Plessis,2012-2021,Kings XI Punjab,Batting
NT Ellis,2025-2025,Kings XI Punjab,Batting
SP Fleming,2008-2008,Kings XI Punjab,Batting
A Flintoff,2009-2009,Kings XI Punjab,Batting
RD Gaikwad,2020-2025,Kings XI Punjab,Batting
C Ganapathy,2010-2010,Kings XI Punjab,Batting
RJ Gleeson,2024-2024,Kings XI Punjab,Batting
MS Gony,2008-2010,Kings XI Punjab,Batting
RS Hangargekar,2023-2023,Kings XI Punjab,Batting
Harbhajan Singh,2018-2019,Kings XI Punjab,Batting
JW Hastings,2014-2014,Kings XI Punjab,Batting
ML Hayden,2008-2010,Kings XI Punjab,Batting
JR Hazlewood,2020-2021,Kings XI Punjab,Batting
BW Hilfenhaus,2012-2014,Kings XI Punjab,Batting
JO Holder,2013-2013,Kings XI Punjab,Batting
DJ Hooda,2025-2025,Kings XI Punjab,Batting
DJ Hussey,2014-2014,Kings XI Punjab,Batting
MEK Hussey,2008-2015,Kings XI Punjab,Batting
Imran Tahir,2018-2021,Kings XI Punjab,Batting
RA Jadeja,2012-2025,Kings XI Punjab,Batting
KM Jadhav,2018-2020,Kings XI Punjab,Batting
N Jagadeesan,2020-2022,Kings XI Punjab,Batting
SB Jakati,2009-2012,Kings XI Punjab,Batting
Joginder Sharma,2008-2011,Kings XI Punjab,Batting
CJ Jordan,2022-2022,Kings XI Punjab,Batting
S Randiv,2011-2011,Kings XI Punjab,Batting
A Kamboj,2025-2025,Kings XI Punjab,Batting
CK Kapugedera,2008-2008,Kings XI Punjab,Batting
JM Kemp,2010-2010,Kings XI Punjab,Batting
SC Kuggeleijn,2019-2019,Kings XI Punjab,Batting
KMDN Kulasekara,2011-2012,Kings XI Punjab,Batting
B Laughlin,2013-2013,Kings XI Punjab,Batting
BB McCullum,2014-2015,Kings XI Punjab,Batting
SSB Magala,2023-2023,Kings XI Punjab,Batting
VY Mahesh,2012-2012,Kings XI Punjab,Batting
M Manhas,2014-2014,Kings XI Punjab,Batting
A Mhatre,2025-2025,Kings XI Punjab,Batting
AF Milne,2022-2022,Kings XI Punjab,Batting
DJ Mitchell,2024-2024,Kings XI Punjab,Batting
Monu Kumar,2020-2020,Kings XI Punjab,Batting
RG More,2015-2015,Kings XI Punjab,Batting
JA Morkel,2008-2013,Kings XI Punjab,Batting
CH Morris,2013-2013,Kings XI Punjab,Batting
Mukesh Choudhary,2022-2025,Kings XI Punjab,Batting
A Mukund,2008-2008,Kings XI Punjab,Batting
M Muralidaran,2008-2010,Kings XI Punjab,Batting
Mustafizur Rahman,2024-2024,Kings XI Punjab,Batting
DP Nannes,2013-2013,Kings XI Punjab,Batting
P Negi,2014-2015,Kings XI Punjab,Batting
A Nehra,2014-2015,Kings XI Punjab,Batting
L Ngidi,2018-2021,Kings XI Punjab,Batting
Noor Ahmad,2025-2025,Kings XI Punjab,Batting
M Ntini,2008-2008,Kings XI Punjab,Batting
JDP Oram,2008-2009,Kings XI Punjab,Batting
J Overton,2025-2025,Kings XI Punjab,Batting
IC Pandey,2014-2015,Kings XI Punjab,Batting
PA Patel,2008-2010,Kings XI Punjab,Batting
UM Patel,2025-2025,Kings XI Punjab,Batting
M Pathirana,2022-2025,Kings XI Punjab,Batting
NLTC Perera,2010-2010,Kings XI Punjab,Batting
D Pretorius,2022-2023,Kings XI Punjab,Batting
AM Rahane,2023-2024,Kings XI Punjab,Batting
SK Raina,2008-2021,Kings XI Punjab,Batting
AS Rajpoot,2013-2013,Kings XI Punjab,Batting
SK Rasheed,2025-2025,Kings XI Punjab,Batting
R Ravindra,2024-2025,Kings XI Punjab,Batting
AT Rayudu,2018-2023,Kings XI Punjab,Batting
WP Saha,2011-2013,Kings XI Punjab,Batting
Sameer Rizvi,2024-2024,Kings XI Punjab,Batting
MJ Santner,2019-2024,Kings XI Punjab,Batting
V Shankar,2014-2025,Kings XI Punjab,Batting
KV Sharma,2018-2020,Kings XI Punjab,Batting
MM Sharma,2013-2019,Kings XI Punjab,Batting
DR Shorey,2018-2019,Kings XI Punjab,Batting
Simarjeet Singh,2022-2024,Kings XI Punjab,Batting
DR Smith,2014-2015,Kings XI Punjab,Batting
PH Solanki,2022-2022,Kings XI Punjab,Batting
TG Southee,2011-2011,Kings XI Punjab,Batting
BA Stokes,2023-2023,Kings XI Punjab,Batting
SB Styris,2011-2011,Kings XI Punjab,Batting
SN Thakur,2018-2024,Kings XI Punjab,Batting
M Theekshana,2022-2024,Kings XI Punjab,Batting
T Thushara,2009-2010,Kings XI Punjab,Batting
RA Tripathi,2025-2025,Kings XI Punjab,Batting
S Tyagi,2009-2010,Kings XI Punjab,Batting
RV Uthappa,2021-2022,Kings XI Punjab,Batting
S Vidyut,2008-2008,Kings XI Punjab,Batting
M Vijay,2009-2020,Kings XI Punjab,Batting
SR Watson,2018-2020,Kings XI Punjab,Batting
DJ Willey,2018-2018,Kings XI Punjab,Batting
MA Wood,2018-2018,Kings XI Punjab,Batting
P Amarnath,2008-2008,Kings XI Punjab,Bowling
KK Ahmed,2025-2025,Kings XI Punjab,Bowling
Akash Singh,2023-2023,Kings XI Punjab,Bowling
MM Ali,2021-2024,Kings XI Punjab,Bowling
S Anirudha,2008-2013,Kings XI Punjab,Bowling
KB Arun Karthik,2010-2010,Kings XI Punjab,Bowling
R Ashwin,2009-2025,Kings XI Punjab,Bowling
KM Asif,2018-2021,Kings XI Punjab,Bowling
S Badree,2014-2014,Kings XI Punjab,Bowling
S Badrinath,2008-2013,Kings XI Punjab,Bowling
GJ Bailey,2009-2010,Kings XI Punjab,Bowling
L Balaji,2008-2010,Kings XI Punjab,Bowling
SW Billings,2018-2019,Kings XI Punjab,Bowling
DE Bollinger,2010-2012,Kings XI Punjab,Bowling
DJ Bravo,2011-2022,Kings XI Punjab,Bowling
D Brevis,2025-2025,Kings XI Punjab,Bowling
DL Chahar,2018-2024,Kings XI Punjab,Bowling
PP Chawla,2020-2020,Kings XI Punjab,Bowling
DP Conway,2022-2025,Kings XI Punjab,Bowling
SM Curran,2020-2025,Kings XI Punjab,Bowling
TU Deshpande,2022-2024,Kings XI Punjab,Bowling
MS Dhoni,2008-2025,Kings XI Punjab,Bowling
S Dube,2022-2025,Kings XI Punjab,Bowling
F du Plessis,2012-2021,Kings XI Punjab,Bowling
NT Ellis,2025-2025,Kings XI Punjab,Bowling
SP Fleming,2008-2008,Kings XI Punjab,Bowling
A Flintoff,2009-2009,Kings XI Punjab,Bowling
RD Gaikwad,2020-2025,Kings XI Punjab,Bowling
C Ganapathy,2010-2010,Kings XI Punjab,Bowling
RJ Gleeson,2024-2024,Kings XI Punjab,Bowling
MS Gony,2008-2010,Kings XI Punjab,Bowling
RS Hangargekar,2023-2023,Kings XI Punjab,Bowling
Harbhajan Singh,2018-2019,Kings XI Punjab,Bowling
JW Hastings,2014-2014,Kings XI Punjab,Bowling
ML Hayden,2008-2010,Kings XI Punjab,Bowling
JR Hazlewood,2020-2021,Kings XI Punjab,Bowling
BW Hilfenhaus,2012-2014,Kings XI Punjab,Bowling
JO Holder,2013-2013,Kings XI Punjab,Bowling
DJ Hooda,2025-2025,Kings XI Punjab,Bowling
DJ Hussey,2014-2014,Kings XI Punjab,Bowling
MEK Hussey,2008-2015,Kings XI Punjab,Bowling
Imran Tahir,2018-2021,Kings XI Punjab,Bowling
RA Jadeja,2012-2025,Kings XI Punjab,Bowling
KM Jadhav,2018-2020,Kings XI Punjab,Bowling
N Jagadeesan,2020-2022,Kings XI Punjab,Bowling
SB Jakati,2009-2012,Kings XI Punjab,Bowling
Joginder Sharma,2008-2011,Kings XI Punjab,Bowling
CJ Jordan,2022-2022,Kings XI Punjab,Bowling
S Randiv,2011-2011,Kings XI Punjab,Bowling
A Kamboj,2025-2025,Kings XI Punjab,Bowling
CK Kapugedera,2008-2008,Kings XI Punjab,Bowling
JM Kemp,2010-2010,Kings XI Punjab,Bowling
SC Kuggeleijn,2019-2019,Kings XI Punjab,Bowling
KMDN Kulasekara,2011-2012,Kings XI Punjab,Bowling
B Laughlin,2013-2013,Kings XI Punjab,Bowling
BB McCullum,2014-2015,Kings XI Punjab,Bowling
SSB Magala,2023-2023,Kings XI Punjab,Bowling
VY Mahesh,2012-2012,Kings XI Punjab,Bowling
M Manhas,2014-2014,Kings XI Punjab,Bowling
A Mhatre,2025-2025,Kings XI Punjab,Bowling
AF Milne,2022-2022,Kings XI Punjab,Bowling
DJ Mitchell,2024-2024,Kings XI Punjab,Bowling
Monu Kumar,2020-2020,Kings XI Punjab,Bowling
RG More,2015-2015,Kings XI Punjab,Bowling
JA Morkel,2008-2013,Kings XI Punjab,Bowling
CH Morris,2013-2013,Kings XI Punjab,Bowling
Mukesh Choudhary,2022-2025,Kings XI Punjab,Bowling
A Mukund,2008-2008,Kings XI Punjab,Bowling
M Muralidaran,2008-2010,Kings XI Punjab,Bowling
Mustafizur Rahman,2024-2024,Kings XI Punjab,Bowling
DP Nannes,2013-2013,Kings XI Punjab,Bowling
P Negi,2014-2015,Kings XI Punjab,Bowling
A Nehra,2014-2015,Kings XI Punjab,Bowling
